Item Name,Listings,Price,Currency,Timestamp
Sealed Graffiti | Broken Heart (Wire Blue),37,0.51,CDN,2023-08-30 12:32:12.617119
Sealed Graffiti | Applause (Tracer Yellow),43,0.35,CDN,2023-08-30 12:32:54.628094
Sealed Graffiti | Kiss (Wire Blue),76,0.35,CDN,2023-08-30 12:32:54.628094
Sealed Graffiti | Kiss (Monarch Blue),42,0.35,CDN,2023-08-30 12:32:54.628094
Sealed Graffiti | Broken Heart (Battle Green),79,0.35,CDN,2023-08-30 12:32:54.628094
Sealed Graffiti | Smirk (Princess Pink),34,0.35,CDN,2023-08-30 12:32:54.628094
Sealed Graffiti | Broken Heart (Tiger Orange),45,0.36,CDN,2023-08-30 12:32:54.628094
Sealed Graffiti | BOOM (Dust Brown),141,0.36,CDN,2023-08-30 12:32:54.628094
Sealed Graffiti | Little Bock (Desert Amber),36,0.36,CDN,2023-08-30 12:32:56.263833
Sealed Graffiti | Broken Heart (Cash Green),45,0.36,CDN,2023-08-30 12:32:56.263833
Sealed Graffiti | Smirk (Shark White),87,0.37,CDN,2023-08-30 12:32:56.263833
Sealed Graffiti | Applause (Bazooka Pink),50,0.38,CDN,2023-08-30 12:32:56.263833
Sealed Graffiti | BOOM (Desert Amber),146,0.38,CDN,2023-08-30 12:32:56.263833
Sealed Graffiti | Little Crown (Blood Red),33,0.38,CDN,2023-08-30 12:32:56.263833
Sealed Graffiti | Kiss (Tracer Yellow),48,0.38,CDN,2023-08-30 12:32:56.263833
Sealed Graffiti | Shining Star (Blood Red),66,0.39,CDN,2023-08-30 12:32:56.263833
Sealed Graffiti | Kiss (Tiger Orange),50,0.39,CDN,2023-08-30 12:32:56.263833
Sealed Graffiti | Broken Heart (Tracer Yellow),60,0.4,CDN,2023-08-30 12:32:56.263833
Sealed Graffiti | Goofy (Bazooka Pink),38,0.4,CDN,2023-08-30 12:32:57.365925
Sealed Graffiti | Shining Star (Violent Violet),422,0.41,CDN,2023-08-30 12:32:57.365925
Sealed Graffiti | Little Bock (Bazooka Pink),37,0.41,CDN,2023-08-30 12:32:57.365925
Sealed Graffiti | Little Bock (Tracer Yellow),40,0.41,CDN,2023-08-30 12:32:57.365925
Sealed Graffiti | Chef Kiss (Bazooka Pink),53,0.41,CDN,2023-08-30 12:32:57.365925
Sealed Graffiti | BOOM (Blood Red),50,0.43,CDN,2023-08-30 12:32:57.365925
Sealed Graffiti | BOOM (SWAT Blue),116,0.46,CDN,2023-08-30 12:32:57.365925
Sealed Graffiti | Smirk (Tracer Yellow),60,0.47,CDN,2023-08-30 12:32:57.365925
Sealed Graffiti | Smirk (Bazooka Pink),96,0.47,CDN,2023-08-30 12:32:57.365925
Sealed Graffiti | Shining Star (Bazooka Pink),39,0.49,CDN,2023-08-30 12:32:57.365925
Sealed Graffiti | Broken Heart (Monarch Blue),23,0.49,CDN,2023-08-30 12:32:58.481597
Sealed Graffiti | Broken Heart (SWAT Blue),36,0.49,CDN,2023-08-30 12:32:58.481597
Sealed Graffiti | Little Bock (Violent Violet),21,0.49,CDN,2023-08-30 12:32:58.481597
Sealed Graffiti | Broken Heart (Wire Blue),37,0.51,CDN,2023-08-30 12:32:58.481597
Sealed Graffiti | Hop (Dust Brown),65,0.52,CDN,2023-08-30 12:32:58.481597
Sealed Graffiti | Goofy (Shark White),22,0.52,CDN,2023-08-30 12:32:58.481597
Sealed Graffiti | Hop (Jungle Green),67,0.52,CDN,2023-08-30 12:32:58.481597
Sealed Graffiti | Hop (Frog Green),45,0.52,CDN,2023-08-30 12:32:58.481597
Sealed Graffiti | Hop (Brick Red),59,0.53,CDN,2023-08-30 12:32:58.481597
Sealed Graffiti | Hop (Tiger Orange),62,0.53,CDN,2023-08-30 12:32:58.481597
Sealed Graffiti | Hop (Battle Green),72,0.54,CDN,2023-08-30 12:33:04.260868
Sealed Graffiti | Hop (Cash Green),47,0.55,CDN,2023-08-30 12:33:04.260868
Sealed Graffiti | Hop (Desert Amber),72,0.55,CDN,2023-08-30 12:33:04.260868
Sealed Graffiti | Hop (SWAT Blue),56,0.55,CDN,2023-08-30 12:33:04.260868
Sealed Graffiti | Kiss (War Pig Pink),44,0.55,CDN,2023-08-30 12:33:04.260868
Sealed Graffiti | Hop (Monarch Blue),56,0.57,CDN,2023-08-30 12:33:04.260868
Sealed Graffiti | Hop (Blood Red),72,0.58,CDN,2023-08-30 12:33:04.260868
Sealed Graffiti | Hop (Monster Purple),58,0.6,CDN,2023-08-30 12:33:04.260868
Sealed Graffiti | Kiss (Violent Violet),39,0.61,CDN,2023-08-30 12:33:04.260868
Sealed Graffiti | Hop (Wire Blue),66,0.63,CDN,2023-08-30 12:33:04.260868
Sealed Graffiti | Kiss (Monster Purple),72,0.63,CDN,2023-08-30 12:33:07.433037
Sealed Graffiti | Hop (Princess Pink),74,0.64,CDN,2023-08-30 12:33:07.433037
Sealed Graffiti | Hop (Violent Violet),59,0.65,CDN,2023-08-30 12:33:07.433037
Sealed Graffiti | Broken Heart (Shark White),32,0.66,CDN,2023-08-30 12:33:07.433037
Sealed Graffiti | OMG (Battle Green),31,0.69,CDN,2023-08-30 12:33:07.433037
Sealed Graffiti | Hop (Bazooka Pink),96,0.74,CDN,2023-08-30 12:33:07.433037
Sealed Graffiti | Broken Heart (Monster Purple),71,0.75,CDN,2023-08-30 12:33:07.433037
Sealed Graffiti | Little Crown (Tracer Yellow),31,0.8,CDN,2023-08-30 12:33:07.433037
Sealed Graffiti | Hop (War Pig Pink),86,0.85,CDN,2023-08-30 12:33:07.433037
Sealed Graffiti | Broken Heart (War Pig Pink),64,0.88,CDN,2023-08-30 12:33:07.433037
Sealed Graffiti | Hop (Tracer Yellow),40,0.94,CDN,2023-08-30 12:33:10.117831
Sealed Graffiti | Broken Heart (Violent Violet),29,0.98,CDN,2023-08-30 12:33:10.117831
Sealed Graffiti | Hop (Shark White),58,1.03,CDN,2023-08-30 12:33:10.117831
Sealed Graffiti | Broken Heart (Princess Pink),30,1.05,CDN,2023-08-30 12:33:10.117831
Sealed Graffiti | Kiss (SWAT Blue),191,1.08,CDN,2023-08-30 12:33:10.117831
Sealed Graffiti | Kiss (Bazooka Pink),20,1.09,CDN,2023-08-30 12:33:10.117831
Sealed Graffiti | Kiss (Princess Pink),31,1.18,CDN,2023-08-30 12:33:10.117831
Sealed Graffiti | Kiss (Brick Red),28,1.27,CDN,2023-08-30 12:33:10.117831
Sealed Graffiti | Kiss (Shark White),163,1.34,CDN,2023-08-30 12:33:10.117831
Sealed Graffiti | Broken Heart (Bazooka Pink),20,1.47,CDN,2023-08-30 12:33:10.117831
Sealed Graffiti | Broken Heart (Brick Red),37,1.54,CDN,2023-08-30 12:33:12.779554
Sealed Graffiti | Kiss (Blood Red),69,1.9,CDN,2023-08-30 12:33:12.779554
Sealed Graffiti | Broken Heart (Blood Red),67,2.03,CDN,2023-08-30 12:33:12.779554
Sealed Graffiti | Shining Star (Tracer Yellow),30,2.15,CDN,2023-08-30 12:33:12.779554
Sealed Graffiti | Shining Star (War Pig Pink),39,14.57,P,2023-08-31 09:55:34.803673
Sealed Graffiti | Smirk (Frog Green),45,10.49,P,2023-08-31 09:55:34.803673
Sealed Graffiti | Little Crown (Bazooka Pink),66,11.09,P,2023-08-31 09:55:34.803673
Sealed Graffiti | Chef Kiss (Desert Amber),144,4.73,P,2023-08-31 09:55:34.803673
Sealed Graffiti | Thoughtfull (Tiger Orange),71,5.46,P,2023-08-31 09:55:34.803673
Sealed Graffiti | Applause (SWAT Blue),93,11.65,P,2023-08-31 09:55:34.803673
Sealed Graffiti | Happy Cat (Dust Brown),72,7.19,P,2023-08-31 09:55:34.803673
Sealed Graffiti | Bock Bock (Shark White),45,6.53,P,2023-08-31 09:55:34.803673
Sealed Graffiti | Smirk (Desert Amber),63,10.82,P,2023-08-31 09:55:34.803673
Sealed Graffiti | Applause (Dust Brown),164,7.49,P,2023-08-31 09:55:34.803673
Sealed Graffiti | BEEP (Jungle Green),163,3.57,P,2023-08-31 09:55:37.008571
Sealed Graffiti | BEEP (Dust Brown),110,3.57,P,2023-08-31 09:55:37.008571
Sealed Graffiti | BEEP (Brick Red),120,3.68,P,2023-08-31 09:55:37.008571
Sealed Graffiti | Silver Bullet (Dust Brown),157,3.76,P,2023-08-31 09:55:37.008571
Sealed Graffiti | BEEP (Tiger Orange),218,3.76,P,2023-08-31 09:55:37.008571
Sealed Graffiti | BEEP (Cash Green),188,3.77,P,2023-08-31 09:55:37.008571
Sealed Graffiti | Silver Bullet (SWAT Blue),106,3.82,P,2023-08-31 09:55:37.008571
Sealed Graffiti | BEEP (Desert Amber),163,3.83,P,2023-08-31 09:55:37.008571
Sealed Graffiti | Bock Bock (Dust Brown),184,3.83,P,2023-08-31 09:55:37.008571
Sealed Graffiti | Silver Bullet (Desert Amber),89,3.83,P,2023-08-31 09:55:37.008571
Sealed Graffiti | Bock Bock (Battle Green),110,3.85,P,2023-08-31 09:55:40.760227
Sealed Graffiti | Bock Bock (Frog Green),134,3.86,P,2023-08-31 09:55:40.760227
Sealed Graffiti | Bock Bock (Tiger Orange),67,3.87,P,2023-08-31 09:55:40.760227
Sealed Graffiti | Silver Bullet (Cash Green),151,3.87,P,2023-08-31 09:55:40.760227
Sealed Graffiti | BEEP (Wire Blue),134,3.91,P,2023-08-31 09:55:40.760227
Sealed Graffiti | BEEP (Bazooka Pink),105,3.92,P,2023-08-31 09:55:40.760227
Sealed Graffiti | BEEP (SWAT Blue),74,3.92,P,2023-08-31 09:55:40.760227
Sealed Graffiti | BEEP (Frog Green),184,3.93,P,2023-08-31 09:55:40.760227
Sealed Graffiti | Bock Bock (Brick Red),98,3.93,P,2023-08-31 09:55:40.760227
Sealed Graffiti | Silver Bullet (Jungle Green),167,3.94,P,2023-08-31 09:55:40.760227
Sealed Graffiti | Silver Bullet (Battle Green),156,3.96,P,2023-08-31 09:55:42.919979
Sealed Graffiti | Silver Bullet (Frog Green),154,3.99,P,2023-08-31 09:55:42.919979
Sealed Graffiti | BEEP (Monarch Blue),226,4.00,P,2023-08-31 09:55:42.919979
Sealed Graffiti | Bock Bock (Jungle Green),105,4.03,P,2023-08-31 09:55:42.919979
Sealed Graffiti | BEEP (Monster Purple),147,4.05,P,2023-08-31 09:55:42.919979
Sealed Graffiti | BEEP (Princess Pink),134,4.09,P,2023-08-31 09:55:42.919979
Sealed Graffiti | Silver Bullet (Princess Pink),115,4.10,P,2023-08-31 09:55:42.919979
Sealed Graffiti | Bock Bock (Wire Blue),138,4.10,P,2023-08-31 09:55:42.919979
Sealed Graffiti | BEEP (Battle Green),104,4.11,P,2023-08-31 09:55:42.919979
Sealed Graffiti | Silver Bullet (Tiger Orange),120,4.15,P,2023-08-31 09:55:42.919979
Sealed Graffiti | Bock Bock (Desert Amber),42,4.16,P,2023-08-31 09:55:44.022628
Sealed Graffiti | Bock Bock (War Pig Pink),110,4.17,P,2023-08-31 09:55:44.022628
Sealed Graffiti | Silver Bullet (Wire Blue),91,4.18,P,2023-08-31 09:55:44.022628
Sealed Graffiti | Bock Bock (Monarch Blue),79,4.19,P,2023-08-31 09:55:44.022628
Sealed Graffiti | Silver Bullet (Brick Red),96,4.28,P,2023-08-31 09:55:44.022628
Sealed Graffiti | Bock Bock (Cash Green),124,4.28,P,2023-08-31 09:55:44.022628
Sealed Graffiti | Bock Bock (Monster Purple),68,4.29,P,2023-08-31 09:55:44.022628
Sealed Graffiti | Silver Bullet (Monster Purple),87,4.32,P,2023-08-31 09:55:44.022628
Sealed Graffiti | BEEP (Shark White),138,4.37,P,2023-08-31 09:55:44.022628
Sealed Graffiti | OMG (Dust Brown),145,4.39,P,2023-08-31 09:55:44.022628
Sealed Graffiti | Silver Bullet (Tracer Yellow),131,4.39,P,2023-08-31 09:55:45.675179
Sealed Graffiti | OMG (SWAT Blue),166,4.41,P,2023-08-31 09:55:45.675179
Sealed Graffiti | OMG (Frog Green),115,4.46,P,2023-08-31 09:55:45.675179
Sealed Graffiti | Silver Bullet (Monarch Blue),106,4.54,P,2023-08-31 09:55:45.675179
Sealed Graffiti | Bock Bock (Princess Pink),57,4.56,P,2023-08-31 09:55:45.675179
Sealed Graffiti | Grimace (Jungle Green),63,4.56,P,2023-08-31 09:55:45.675179
Sealed Graffiti | Grimace (Dust Brown),54,4.56,P,2023-08-31 09:55:45.675179
Sealed Graffiti | Silver Bullet (Shark White),77,4.57,P,2023-08-31 09:55:45.675179
Sealed Graffiti | Silver Bullet (War Pig Pink),171,4.57,P,2023-08-31 09:55:45.675179
Sealed Graffiti | Chef Kiss (Dust Brown),117,4.64,P,2023-08-31 09:55:45.675179
Sealed Graffiti | Grimace (Frog Green),42,4.72,P,2023-08-31 09:55:47.337395
Sealed Graffiti | Chef Kiss (Desert Amber),144,4.73,P,2023-08-31 09:55:47.337395
Sealed Graffiti | Bock Bock (SWAT Blue),119,4.73,P,2023-08-31 09:55:47.337395
Sealed Graffiti | Thoughtfull (Cash Green),67,4.84,P,2023-08-31 09:55:47.337395
Sealed Graffiti | BOOM (Cash Green),74,4.88,P,2023-08-31 09:55:47.337395
Sealed Graffiti | BEEP (War Pig Pink),120,4.89,P,2023-08-31 09:55:47.337395
Sealed Graffiti | Grimace (Cash Green),61,4.89,P,2023-08-31 09:55:47.337395
Sealed Graffiti | BEEP (Violent Violet),75,4.90,P,2023-08-31 09:55:47.337395
Sealed Graffiti | Silver Bullet (Violent Violet),81,4.96,P,2023-08-31 09:55:47.337395
Sealed Graffiti | Chef Kiss (Frog Green),126,4.97,P,2023-08-31 09:55:47.337395
Sealed Graffiti | Chef Kiss (Battle Green),123,4.99,P,2023-08-31 09:55:49.565827
Sealed Graffiti | Thoughtfull (Dust Brown),59,4.99,P,2023-08-31 09:55:49.565827
Sealed Graffiti | Grimace (Wire Blue),71,5.00,P,2023-08-31 09:55:49.565827
Sealed Graffiti | Thoughtfull (Princess Pink),63,5.00,P,2023-08-31 09:55:49.565827
Sealed Graffiti | Lightbulb (Tracer Yellow),246,5.01,P,2023-08-31 09:55:49.565827
Sealed Graffiti | Grimace (Monarch Blue),85,5.03,P,2023-08-31 09:55:49.565827
Sealed Graffiti | Grimace (Princess Pink),84,5.13,P,2023-08-31 09:55:49.565827
Sealed Graffiti | Thoughtfull (Monarch Blue),77,5.15,P,2023-08-31 09:55:49.565827
Sealed Graffiti | Chef Kiss (Jungle Green),147,5.22,P,2023-08-31 09:55:49.565827
Sealed Graffiti | Thoughtfull (Frog Green),87,5.22,P,2023-08-31 09:55:49.565827
Sealed Graffiti | BEEP (Tracer Yellow),95,5.23,P,2023-08-31 09:55:52.747266
Sealed Graffiti | Grimace (Desert Amber),36,5.23,P,2023-08-31 09:55:52.747266
Sealed Graffiti | OMG (Wire Blue),135,5.24,P,2023-08-31 09:55:52.747266
Sealed Graffiti | Chef Kiss (Tiger Orange),165,5.24,P,2023-08-31 09:55:52.747266
Sealed Graffiti | OMG (Desert Amber),199,5.31,P,2023-08-31 09:55:52.747266
Sealed Graffiti | Silver Bullet (Bazooka Pink),67,5.31,P,2023-08-31 09:55:52.747266
Sealed Graffiti | OMG (Jungle Green),163,5.34,P,2023-08-31 09:55:52.747266
Sealed Graffiti | Grimace (Brick Red),76,5.40,P,2023-08-31 09:55:52.747266
Sealed Graffiti | Thoughtfull (War Pig Pink),64,5.41,P,2023-08-31 09:55:52.747266
Sealed Graffiti | Grimace (Shark White),197,5.41,P,2023-08-31 09:55:52.747266
Sealed Graffiti | OMG (War Pig Pink),104,5.42,P,2023-08-31 09:55:54.938123
Sealed Graffiti | Bock Bock (Violent Violet),65,5.44,P,2023-08-31 09:55:54.938123
Sealed Graffiti | Thoughtfull (Tiger Orange),71,5.46,P,2023-08-31 09:55:54.938123
Sealed Graffiti | Bock Bock (Bazooka Pink),69,5.46,P,2023-08-31 09:55:54.938123
Sealed Graffiti | Chef Kiss (Brick Red),105,5.49,P,2023-08-31 09:55:54.938123
Sealed Graffiti | Grimace (Tracer Yellow),78,5.58,P,2023-08-31 09:55:54.938123
Sealed Graffiti | Thoughtfull (Brick Red),59,5.61,P,2023-08-31 09:55:54.938123
Sealed Graffiti | Grimace (Monster Purple),47,5.64,P,2023-08-31 09:55:54.938123
Sealed Graffiti | Thoughtfull (Battle Green),97,5.64,P,2023-08-31 09:55:54.938123
Sealed Graffiti | Grimace (Battle Green),66,5.68,P,2023-08-31 09:55:54.938123
Sealed Graffiti | Happy Cat (Jungle Green),102,5.70,P,2023-08-31 09:55:58.657910
Sealed Graffiti | OMG (Brick Red),110,5.71,P,2023-08-31 09:55:58.657910
Sealed Graffiti | Grimace (Blood Red),63,5.71,P,2023-08-31 09:55:58.657910
Sealed Graffiti | Grimace (SWAT Blue),115,5.88,P,2023-08-31 09:55:58.657910
Sealed Graffiti | Chef Kiss (Wire Blue),122,5.88,P,2023-08-31 09:55:58.657910
Sealed Graffiti | Happy Cat (Battle Green),66,6.10,P,2023-08-31 09:55:58.657910
Sealed Graffiti | Bock Bock (Blood Red),37,6.13,P,2023-08-31 09:55:58.657910
Sealed Graffiti | Thoughtfull (Desert Amber),82,6.15,P,2023-08-31 09:55:58.657910
Sealed Graffiti | Thoughtfull (Jungle Green),36,6.16,P,2023-08-31 09:55:58.657910
Sealed Graffiti | Happy Cat (Tiger Orange),64,6.18,P,2023-08-31 09:55:58.657910
Sealed Graffiti | Chef Kiss (Monarch Blue),91,6.23,P,2023-08-31 09:56:00.287969
Sealed Graffiti | Grimace (Tiger Orange),50,6.25,P,2023-08-31 09:56:00.287969
Sealed Graffiti | Little Crown (War Pig Pink),111,6.25,P,2023-08-31 09:56:00.287969
Sealed Graffiti | Thoughtfull (Wire Blue),68,6.27,P,2023-08-31 09:56:00.287969
Sealed Graffiti | OMG (Monarch Blue),98,6.27,P,2023-08-31 09:56:00.287969
Sealed Graffiti | Happy Cat (Cash Green),74,6.27,P,2023-08-31 09:56:00.287969
Sealed Graffiti | Little Crown (Cash Green),50,6.28,P,2023-08-31 09:56:00.287969
Sealed Graffiti | Happy Cat (Monarch Blue),133,6.29,P,2023-08-31 09:56:00.287969
Sealed Graffiti | BOOM (Princess Pink),63,6.32,P,2023-08-31 09:56:00.287969
Sealed Graffiti | OMG (Cash Green),152,6.34,P,2023-08-31 09:56:00.287969
Sealed Graffiti | Happy Cat (Wire Blue),84,6.44,P,2023-08-31 09:56:02.965703
Sealed Graffiti | Happy Cat (Violent Violet),124,6.44,P,2023-08-31 09:56:02.965703
Sealed Graffiti | BOOM (Tiger Orange),81,6.45,P,2023-08-31 09:56:02.965703
Sealed Graffiti | Thoughtfull (Violent Violet),29,6.49,P,2023-08-31 09:56:02.965703
Sealed Graffiti | Bock Bock (Shark White),45,6.53,P,2023-08-31 09:56:02.965703
Sealed Graffiti | Chef Kiss (Shark White),64,6.57,P,2023-08-31 09:56:02.965703
Sealed Graffiti | BOOM (Frog Green),74,6.59,P,2023-08-31 09:56:02.965703
Sealed Graffiti | Bock Bock (Tracer Yellow),54,6.64,P,2023-08-31 09:56:02.965703
Sealed Graffiti | BOOM (Jungle Green),68,6.70,P,2023-08-31 09:56:02.965703
Sealed Graffiti | Happy Cat (SWAT Blue),82,6.71,P,2023-08-31 09:56:02.965703
Sealed Graffiti | Chef Kiss (Cash Green),68,6.72,P,2023-08-31 09:56:06.148979
Sealed Graffiti | OMG (Violent Violet),86,6.76,P,2023-08-31 09:56:06.148979
Sealed Graffiti | Thoughtfull (Blood Red),52,6.83,P,2023-08-31 09:56:06.148979
Sealed Graffiti | Chef Kiss (SWAT Blue),123,6.83,P,2023-08-31 09:56:06.148979
Sealed Graffiti | Chef Kiss (War Pig Pink),129,6.91,P,2023-08-31 09:56:06.148979
Sealed Graffiti | OMG (Tracer Yellow),128,6.93,P,2023-08-31 09:56:06.148979
Sealed Graffiti | Little Crown (Dust Brown),84,6.98,P,2023-08-31 09:56:06.148979
Sealed Graffiti | Chef Kiss (Princess Pink),132,6.99,P,2023-08-31 09:56:06.148979
Sealed Graffiti | Little Crown (Frog Green),48,7.03,P,2023-08-31 09:56:06.148979
Sealed Graffiti | Applause (Tiger Orange),68,7.05,P,2023-08-31 09:56:06.148979
Sealed Graffiti | Grimace (Violent Violet),62,7.06,P,2023-08-31 09:56:08.785778
Sealed Graffiti | Shining Star (Dust Brown),95,7.07,P,2023-08-31 09:56:08.785778
Sealed Graffiti | Happy Cat (Frog Green),73,7.07,P,2023-08-31 09:56:08.785778
Sealed Graffiti | Applause (Cash Green),91,7.10,P,2023-08-31 09:56:08.785778
Sealed Graffiti | Smirk (Dust Brown),87,7.13,P,2023-08-31 09:56:08.785778
Sealed Graffiti | BOOM (Shark White),52,7.15,P,2023-08-31 09:56:08.785778
Sealed Graffiti | BEEP (Blood Red),36,7.18,P,2023-08-31 09:56:08.785778
Sealed Graffiti | Happy Cat (Dust Brown),72,7.19,P,2023-08-31 09:56:08.785778
Sealed Graffiti | Applause (Desert Amber),87,7.19,P,2023-08-31 09:56:08.785778
Sealed Graffiti | BOOM (Wire Blue),40,7.24,P,2023-08-31 09:56:08.785778
Sealed Graffiti | Happy Cat (Shark White),88,7.26,P,2023-08-31 09:56:11.993447
Sealed Graffiti | Shining Star (Frog Green),42,7.33,P,2023-08-31 09:56:11.993447
Sealed Graffiti | Applause (Dust Brown),164,7.49,P,2023-08-31 09:56:11.993447
Sealed Graffiti | Shining Star (Battle Green),37,7.51,P,2023-08-31 09:56:11.993447
Sealed Graffiti | Little Crown (Wire Blue),46,7.63,P,2023-08-31 09:56:11.993447
Sealed Graffiti | Shining Star (Cash Green),56,7.66,P,2023-08-31 09:56:11.993447
Sealed Graffiti | OMG (Tiger Orange),107,7.66,P,2023-08-31 09:56:11.993447
Sealed Graffiti | Little Crown (Monarch Blue),77,7.66,P,2023-08-31 09:56:11.993447
Sealed Graffiti | Thoughtfull (Monster Purple),75,7.68,P,2023-08-31 09:56:11.993447
Sealed Graffiti | BOOM (Brick Red),58,7.74,P,2023-08-31 09:56:11.993447
Sealed Graffiti | Little Crown (Brick Red),50,7.75,P,2023-08-31 09:56:15.215805
Sealed Graffiti | Chef Kiss (Tracer Yellow),68,7.75,P,2023-08-31 09:56:15.215805
Sealed Graffiti | Happy Cat (War Pig Pink),190,7.77,P,2023-08-31 09:56:15.215805
Sealed Graffiti | Applause (Princess Pink),115,7.84,P,2023-08-31 09:56:15.215805
Sealed Graffiti | OMG (Shark White),57,7.85,P,2023-08-31 09:56:15.215805
Sealed Graffiti | BOOM (Monarch Blue),37,7.85,P,2023-08-31 09:56:15.215805
Sealed Graffiti | Little Crown (Tiger Orange),43,7.88,P,2023-08-31 09:56:15.215805
Sealed Graffiti | Happy Cat (Princess Pink),89,7.89,P,2023-08-31 09:56:15.215805
Sealed Graffiti | Shining Star (Jungle Green),55,8.06,P,2023-08-31 09:56:15.215805
Sealed Graffiti | BOOM (Bazooka Pink),35,8.34,P,2023-08-31 09:56:15.215805
Sealed Graffiti | Grimace (War Pig Pink),59,8.35,P,2023-08-31 09:56:44.185783
Sealed Graffiti | Shining Star (Wire Blue),47,8.45,P,2023-08-31 09:56:44.185783
Sealed Graffiti | Little Crown (Princess Pink),78,8.45,P,2023-08-31 09:56:44.185783
Sealed Graffiti | Thoughtfull (SWAT Blue),48,8.46,P,2023-08-31 09:56:44.185783
Sealed Graffiti | Happy Cat (Desert Amber),35,8.46,P,2023-08-31 09:56:44.185783
Sealed Graffiti | Little Crown (SWAT Blue),48,8.48,P,2023-08-31 09:56:44.185783
Sealed Graffiti | Little Crown (Shark White),50,8.57,P,2023-08-31 09:56:44.185783
Sealed Graffiti | OMG (Princess Pink),162,8.57,P,2023-08-31 09:56:44.185783
Sealed Graffiti | Applause (Battle Green),109,8.57,P,2023-08-31 09:56:44.185783
Sealed Graffiti | Thoughtfull (Shark White),53,8.57,P,2023-08-31 09:56:44.185783
Sealed Graffiti | Happy Cat (Tracer Yellow),87,8.60,P,2023-08-31 09:56:46.878497
Sealed Graffiti | Thoughtfull (Bazooka Pink),77,8.67,P,2023-08-31 09:56:46.878497
Sealed Graffiti | Happy Cat (Brick Red),80,8.67,P,2023-08-31 09:56:46.878497
Sealed Graffiti | Shining Star (SWAT Blue),38,8.80,P,2023-08-31 09:56:46.878497
Sealed Graffiti | Silver Bullet (Blood Red),48,8.83,P,2023-08-31 09:56:46.878497
Sealed Graffiti | Smirk (SWAT Blue),81,8.85,P,2023-08-31 09:56:46.878497
Sealed Graffiti | Applause (Frog Green),80,8.97,P,2023-08-31 09:56:46.878497
Sealed Graffiti | Smirk (Battle Green),75,8.97,P,2023-08-31 09:56:46.878497
Sealed Graffiti | BOOM (Battle Green),34,8.97,P,2023-08-31 09:56:46.878497
Sealed Graffiti | Chef Kiss (Violent Violet),55,9.29,P,2023-08-31 09:56:46.878497
Sealed Graffiti | Goofy (Battle Green),105,9.32,P,2023-08-31 09:56:50.576297
Sealed Graffiti | Smirk (Tiger Orange),92,9.39,P,2023-08-31 09:56:50.576297
Sealed Graffiti | Shining Star (Desert Amber),56,9.39,P,2023-08-31 09:56:50.576297
Sealed Graffiti | BOOM (War Pig Pink),41,9.40,P,2023-08-31 09:56:50.576297
Sealed Graffiti | Applause (Wire Blue),59,9.44,P,2023-08-31 09:56:50.576297
Sealed Graffiti | Little Crown (Monster Purple),55,9.44,P,2023-08-31 09:56:50.576297
Sealed Graffiti | Applause (Jungle Green),79,9.48,P,2023-08-31 09:56:50.576297
Sealed Graffiti | Little Crown (Violent Violet),65,9.48,P,2023-08-31 09:56:50.576297
Sealed Graffiti | BOOM (Monster Purple),35,9.50,P,2023-08-31 09:56:50.576297
Sealed Graffiti | Smirk (Jungle Green),58,9.51,P,2023-08-31 09:56:50.576297
Sealed Graffiti | Smirk (Wire Blue),56,9.60,P,2023-08-31 09:56:55.312319
Sealed Graffiti | Grimace (Bazooka Pink),36,9.77,P,2023-08-31 09:56:55.312319
Sealed Graffiti | Goofy (Desert Amber),50,9.81,P,2023-08-31 09:56:55.312319
Sealed Graffiti | Happy Cat (Bazooka Pink),49,9.85,P,2023-08-31 09:56:55.312319
Sealed Graffiti | Goofy (Cash Green),30,9.85,P,2023-08-31 09:56:55.312319
Sealed Graffiti | Applause (Brick Red),83,10.00,P,2023-08-31 09:56:55.312319
Sealed Graffiti | Applause (Monarch Blue),51,10.01,P,2023-08-31 09:56:55.312319
Sealed Graffiti | Goofy (Brick Red),40,10.01,P,2023-08-31 09:56:55.312319
Sealed Graffiti | Smirk (Brick Red),59,10.01,P,2023-08-31 09:56:55.312319
Sealed Graffiti | Shining Star (Monarch Blue),38,10.02,P,2023-08-31 09:56:55.312319
Sealed Graffiti | Applause (Violent Violet),45,10.16,P,2023-08-31 09:57:00.084461
Sealed Graffiti | Kiss (Dust Brown),63,10.18,P,2023-08-31 09:57:00.084461
Sealed Graffiti | Goofy (Jungle Green),49,10.21,P,2023-08-31 09:57:00.084461
Sealed Graffiti | Little Crown (Battle Green),35,10.44,P,2023-08-31 09:57:00.084461
Sealed Graffiti | Smirk (Frog Green),45,10.49,P,2023-08-31 09:57:00.084461
Sealed Graffiti | Shining Star (Princess Pink),52,10.48,P,2023-08-31 09:57:00.084461
Sealed Graffiti | Applause (Monster Purple),35,10.50,P,2023-08-31 09:57:00.084461
Sealed Graffiti | Goofy (Tiger Orange),39,10.50,P,2023-08-31 09:57:00.084461
Sealed Graffiti | Little Crown (Desert Amber),74,10.55,P,2023-08-31 09:57:00.084461
Sealed Graffiti | Chef Kiss (Monster Purple),52,10.61,P,2023-08-31 09:57:00.084461
Sealed Graffiti | Smirk (Monarch Blue),56,10.61,P,2023-08-31 09:57:04.319026
Sealed Graffiti | Goofy (Dust Brown),34,10.62,P,2023-08-31 09:57:04.319026
