Item Name,Listings,Price,Currency,Timestamp
Sticker | FL1T (Gold) | Berlin 2019,16,16.81,CDN,2023-08-30 06:30:12.144715
Sticker | Team Liquid (Foil) | Berlin 2019,116,2.57,CDN,2023-08-30 06:32:01.957628
Sticker | Lucky (Foil) | Berlin 2019,74,2.62,CDN,2023-08-30 06:32:01.957628
Sticker | DreamEaters (Foil) | Berlin 2019,43,2.71,CDN,2023-08-30 06:32:01.957628
Sticker | Twistzz (Foil) | Berlin 2019,142,2.73,CDN,2023-08-30 06:32:01.957628
Sticker | compLexity Gaming (Foil) | Berlin 2019,40,2.78,CDN,2023-08-30 06:32:01.957628
Sticker | NRG (Foil) | Berlin 2019,60,2.85,CDN,2023-08-30 06:32:01.957628
Sticker | Vitality (Foil) | Berlin 2019,88,3.0,CDN,2023-08-30 06:32:01.957628
Sticker | Tyloo (Holo) | Berlin 2019,187,3.17,CDN,2023-08-30 06:32:05.169483
Sticker | MIBR (Foil) | Berlin 2019,129,3.36,CDN,2023-08-30 06:32:05.169483
Sticker | forZe eSports (Foil) | Berlin 2019,36,3.36,CDN,2023-08-30 06:32:05.169483
Sticker | s1mple (Foil) | Berlin 2019,163,3.45,CDN,2023-08-30 06:32:05.169483
Sticker | FURIA (Foil) | Berlin 2019,79,3.81,CDN,2023-08-30 06:32:05.169483
Sticker | kNgV- (Foil) | Berlin 2019,50,3.98,CDN,2023-08-30 06:32:05.169483
Sticker | NiKo (Foil) | Berlin 2019,102,4.08,CDN,2023-08-30 06:32:05.169483
Sticker | Ninjas in Pyjamas (Foil) | Berlin 2019,94,4.08,CDN,2023-08-30 06:32:05.169483
Sticker | Natus Vincere (Foil) | Berlin 2019,97,4.1,CDN,2023-08-30 06:32:05.169483
Sticker | North (Foil) | Berlin 2019,116,4.67,CDN,2023-08-30 06:32:05.169483
Sticker | Astralis (Foil) | Berlin 2019,121,4.77,CDN,2023-08-30 06:32:07.909933
Sticker | ropz (Foil) | Berlin 2019,68,4.89,CDN,2023-08-30 06:32:07.909933
Sticker | FaZe Clan (Foil) | Berlin 2019,120,5.41,CDN,2023-08-30 06:32:07.909933
Sticker | mousesports (Foil) | Berlin 2019,111,6.33,CDN,2023-08-30 06:32:07.909933
Sticker | somebody (Foil) | Berlin 2019,29,6.69,CDN,2023-08-30 06:32:07.909933
Sticker | arT (Foil) | Berlin 2019,14,6.74,CDN,2023-08-30 06:32:07.909933
Sticker | G2 Esports (Foil) | Berlin 2019,43,7.27,CDN,2023-08-30 06:32:07.909933
Sticker | Gratisfaction (Gold) | Berlin 2019,22,7.33,CDN,2023-08-30 06:32:07.909933
Sticker | Syman Gaming (Foil) | Berlin 2019,21,7.55,CDN,2023-08-30 06:32:07.909933
Sticker | sergej (Gold) | Berlin 2019,15,8.0,CDN,2023-08-30 06:32:07.909933
Sticker | CR4ZY (Foil) | Berlin 2019,37,8.17,CDN,2023-08-30 06:32:12.264238
Sticker | kennyS (Foil) | Berlin 2019,120,8.4,CDN,2023-08-30 06:32:12.264238
Sticker | Avangar (Foil) | Berlin 2019,46,8.64,CDN,2023-08-30 06:32:12.264238
Sticker | almazer (Gold) | Berlin 2019,9,8.65,CDN,2023-08-30 06:32:12.264238
Sticker | Boombl4 (Gold) | Berlin 2019,31,8.83,CDN,2023-08-30 06:32:12.264238
Sticker | AZR (Gold) | Berlin 2019,39,9.21,CDN,2023-08-30 06:32:12.264238
Sticker | Aerial (Gold) | Berlin 2019,17,9.34,CDN,2023-08-30 06:32:12.264238
Sticker | flamie (Gold) | Berlin 2019,23,9.72,CDN,2023-08-30 06:32:12.264238
Sticker | buster (Gold) | Berlin 2019,14,10.2,CDN,2023-08-30 06:32:12.264238
Sticker | JUGi (Gold) | Berlin 2019,10,10.27,CDN,2023-08-30 06:32:12.264238
Sticker | RpK (Gold) | Berlin 2019,21,10.29,CDN,2023-08-30 06:32:14.422393
Sticker | ANGE1 (Gold) | Berlin 2019,39,10.37,CDN,2023-08-30 06:32:14.422393
Sticker | Tyloo (Foil) | Berlin 2019,75,10.37,CDN,2023-08-30 06:32:14.422393
Sticker | ShahZaM (Gold) | Berlin 2019,26,10.48,CDN,2023-08-30 06:32:14.422393
Sticker | jkaem (Gold) | Berlin 2019,14,10.83,CDN,2023-08-30 06:32:14.422393
Sticker | xsepower (Gold) | Berlin 2019,8,10.83,CDN,2023-08-30 06:32:14.422393
Sticker | DeadFox (Gold) | Berlin 2019,40,10.89,CDN,2023-08-30 06:32:14.422393
Sticker | xseveN (Gold) | Berlin 2019,20,10.94,CDN,2023-08-30 06:32:14.422393
Sticker | v4lde (Gold) | Berlin 2019,11,10.97,CDN,2023-08-30 06:32:14.422393
Sticker | ALEX (Gold) | Berlin 2019,26,11.39,CDN,2023-08-30 06:32:14.422393
Sticker | AmaNEk (Gold) | Berlin 2019,15,11.45,CDN,2023-08-30 06:32:17.164490
Sticker | EspiranTo (Gold) | Berlin 2019,9,11.5,CDN,2023-08-30 06:32:17.164490
Sticker | AdreN (Gold) | Berlin 2019,20,11.51,CDN,2023-08-30 06:32:17.164490
Sticker | JaCkz (Gold) | Berlin 2019,10,11.88,CDN,2023-08-30 06:32:17.164490
Sticker | SANJI (Gold) | Berlin 2019,16,11.88,CDN,2023-08-30 06:32:17.164490
Sticker | HellRaisers (Foil) | Berlin 2019,35,12.0,CDN,2023-08-30 06:32:17.164490
Sticker | erkaSt (Gold) | Berlin 2019,16,11.96,CDN,2023-08-30 06:32:17.164490
Sticker | nitr0 (Gold) | Berlin 2019,15,12.04,CDN,2023-08-30 06:32:17.164490
Sticker | yuurih (Gold) | Berlin 2019,14,12.19,CDN,2023-08-30 06:32:17.164490
Sticker | Krad (Gold) | Berlin 2019,18,12.24,CDN,2023-08-30 06:32:17.164490
Sticker | gla1ve (Gold) | Berlin 2019,14,12.2,CDN,2023-08-30 06:32:20.396690
Sticker | xand (Gold) | Berlin 2019,18,12.07,CDN,2023-08-30 06:32:20.396690
Sticker | Rickeh (Gold) | Berlin 2019,57,12.5,CDN,2023-08-30 06:32:20.396690
Sticker | LUCAS1 (Gold) | Berlin 2019,17,12.79,CDN,2023-08-30 06:32:20.396690
Sticker | loWel (Gold) | Berlin 2019,13,12.83,CDN,2023-08-30 06:32:20.396690
Sticker | oskar (Gold) | Berlin 2019,16,12.94,CDN,2023-08-30 06:32:20.396690
Sticker | dephh (Gold) | Berlin 2019,39,12.97,CDN,2023-08-30 06:32:20.396690
Sticker | qikert (Gold) | Berlin 2019,11,13.06,CDN,2023-08-30 06:32:20.396690
Sticker | ableJ (Gold) | Berlin 2019,14,12.91,CDN,2023-08-30 06:32:20.396690
Sticker | REZ (Gold) | Berlin 2019,23,13.25,CDN,2023-08-30 06:32:20.396690
Sticker | SicK (Gold) | Berlin 2019,23,13.43,CDN,2023-08-30 06:32:22.096408
Sticker | gade (Gold) | Berlin 2019,15,13.61,CDN,2023-08-30 06:32:22.096408
Sticker | allu (Gold) | Berlin 2019,23,13.62,CDN,2023-08-30 06:32:22.096408
Sticker | ISSAA (Gold) | Berlin 2019,13,13.96,CDN,2023-08-30 06:32:22.096408
Sticker | VINI (Gold) | Berlin 2019,11,14.06,CDN,2023-08-30 06:32:22.096408
Sticker | Keoz (Gold) | Berlin 2019,12,14.05,CDN,2023-08-30 06:32:22.096408
Sticker | speed4k (Gold) | Berlin 2019,31,14.52,CDN,2023-08-30 06:32:22.096408
Sticker | NAF (Gold) | Berlin 2019,17,14.68,CDN,2023-08-30 06:32:22.096408
Sticker | Ramz1kBO$$ (Gold) | Berlin 2019,15,14.81,CDN,2023-08-30 06:32:22.096408
Sticker | yel (Gold) | Berlin 2019,7,14.83,CDN,2023-08-30 06:32:22.096408
Sticker | aizy (Gold) | Berlin 2019,7,15.02,CDN,2023-08-30 06:32:25.322471
Sticker | Brehze (Gold) | Berlin 2019,8,15.02,CDN,2023-08-30 06:32:25.322471
Sticker | NBK- (Gold) | Berlin 2019,18,15.1,CDN,2023-08-30 06:32:25.322471
Sticker | Kjaerbye (Gold) | Berlin 2019,9,15.0,CDN,2023-08-30 06:32:25.322471
Sticker | Aleksib (Gold) | Berlin 2019,19,15.31,CDN,2023-08-30 06:32:25.322471
Sticker | Magisk (Gold) | Berlin 2019,14,15.93,CDN,2023-08-30 06:32:25.322471
Sticker | EliGE (Gold) | Berlin 2019,30,16.23,CDN,2023-08-30 06:32:25.322471
Sticker | FL1T (Gold) | Berlin 2019,16,16.81,CDN,2023-08-30 06:32:25.322471
Sticker | t0rick (Gold) | Berlin 2019,11,16.9,CDN,2023-08-30 06:32:25.322471
Sticker | stanislaw (Gold) | Berlin 2019,12,17.32,CDN,2023-08-30 06:32:25.322471
Sticker | DeStiNy (Gold) | Berlin 2019,15,17.98,CDN,2023-08-30 06:32:28.052638
Sticker | svyat (Gold) | Berlin 2019,11,18.41,CDN,2023-08-30 06:32:28.052638
Sticker | GeT_RiGhT (Gold) | Berlin 2019,28,18.65,CDN,2023-08-30 06:32:28.052638
Sticker | facecrack (Gold) | Berlin 2019,11,18.72,CDN,2023-08-30 06:32:28.052638
Sticker | Golden (Gold) | Berlin 2019,24,18.78,CDN,2023-08-30 06:32:28.052638
Sticker | coldzera (Gold) | Berlin 2019,22,18.86,CDN,2023-08-30 06:32:28.052638
Sticker | woxic (Gold) | Berlin 2019,7,18.82,CDN,2023-08-30 06:32:28.052638
Sticker | fer (Gold) | Berlin 2019,16,19.0,CDN,2023-08-30 06:32:28.052638
Sticker | NEO (Gold) | Berlin 2019,27,19.04,CDN,2023-08-30 06:32:28.052638
Sticker | LETN1 (Gold) | Berlin 2019,9,19.41,CDN,2023-08-30 06:32:28.052638
Sticker | Jerry (Gold) | Berlin 2019,8,19.45,CDN,2023-08-30 06:32:33.819865
Sticker | Liazz (Gold) | Berlin 2019,12,19.51,CDN,2023-08-30 06:32:33.819865
Sticker | apEX (Gold) | Berlin 2019,19,19.6,CDN,2023-08-30 06:32:33.819865
Sticker | nexa (Gold) | Berlin 2019,11,19.6,CDN,2023-08-30 06:32:33.819865
Sticker | Lekr0 (Gold) | Berlin 2019,20,20.16,CDN,2023-08-30 06:32:33.819865
Sticker | Ethan (Gold) | Berlin 2019,5,20.47,CDN,2023-08-30 06:32:33.819865
Sticker | ottoNd (Gold) | Berlin 2019,7,20.52,CDN,2023-08-30 06:32:33.819865
Sticker | oBo (Gold) | Berlin 2019,18,21.42,CDN,2023-08-30 06:32:33.819865
Sticker | Xyp9x (Gold) | Berlin 2019,11,22.22,CDN,2023-08-30 06:32:33.819865
Sticker | TACO (Gold) | Berlin 2019,10,22.35,CDN,2023-08-30 06:32:33.819865
Sticker | electronic (Gold) | Berlin 2019,25,22.71,CDN,2023-08-30 06:32:35.442443
Sticker | Stewie2K (Gold) | Berlin 2019,25,23.5,CDN,2023-08-30 06:32:35.442443
Sticker | shox (Gold) | Berlin 2019,16,23.59,CDN,2023-08-30 06:32:35.442443
Sticker | neaLaN (Gold) | Berlin 2019,11,25.0,CDN,2023-08-30 06:32:35.442443
Sticker | KSCERATO (Gold) | Berlin 2019,12,25.54,CDN,2023-08-30 06:32:35.442443
Sticker | olofmeister (Gold) | Berlin 2019,28,26.14,CDN,2023-08-30 06:32:35.442443
Sticker | Forester (Gold) | Berlin 2019,11,26.14,CDN,2023-08-30 06:32:35.442443
Sticker | jks (Gold) | Berlin 2019,13,26.76,CDN,2023-08-30 06:32:35.442443
Sticker | Zeus (Gold) | Berlin 2019,18,26.7,CDN,2023-08-30 06:32:35.442443
Sticker | DickStacy | Berlin 2019,63,27.97,CDN,2023-08-30 06:32:35.442443
Sticker | GuardiaN (Gold) | Berlin 2019,17,28.14,CDN,2023-08-30 06:32:37.155361
Sticker | malta (Gold) | Berlin 2019,9,27.55,CDN,2023-08-30 06:32:37.155361
Sticker | dexter (Gold) | Berlin 2019,9,29.86,CDN,2023-08-30 06:32:37.155361
Sticker | tarik (Gold) | Berlin 2019,10,31.75,CDN,2023-08-30 06:32:37.155361
Sticker | dupreeh (Gold) | Berlin 2019,16,33.61,CDN,2023-08-30 06:32:37.155361
Sticker | f0rest (Gold) | Berlin 2019,25,33.69,CDN,2023-08-30 06:32:37.155361
Sticker | huNter- (Gold) | Berlin 2019,9,33.65,CDN,2023-08-30 06:32:37.155361
Sticker | BnTeT (Gold) | Berlin 2019,9,33.97,CDN,2023-08-30 06:32:37.155361
Sticker | Lucky (Gold) | Berlin 2019,17,35.47,CDN,2023-08-30 06:32:37.155361
Sticker | Sico (Gold) | Berlin 2019,13,39.21,CDN,2023-08-30 06:32:37.155361
Sticker | FalleN (Gold) | Berlin 2019,22,39.41,CDN,2023-08-30 06:32:39.379685
Sticker | kinqie (Gold) | Berlin 2019,10,44.09,CDN,2023-08-30 06:32:39.379685
Sticker | Perfecto (Gold) | Berlin 2019,5,45.34,CDN,2023-08-30 06:32:39.379685
Sticker | rain (Gold) | Berlin 2019,16,48.02,CDN,2023-08-30 06:32:39.379685
Sticker | chelo (Gold) | Berlin 2019,5,51.64,CDN,2023-08-30 06:32:39.379685
Sticker | karrigan (Gold) | Berlin 2019,7,52.73,CDN,2023-08-30 06:32:39.379685
Sticker | Jame (Gold) | Berlin 2019,14,53.21,CDN,2023-08-30 06:32:39.379685
Sticker | Twistzz (Gold) | Berlin 2019,21,57.46,CDN,2023-08-30 06:32:39.379685
Sticker | Freeman (Gold) | Berlin 2019,3,58.81,CDN,2023-08-30 06:32:39.379685
Sticker | DickStacy (Foil) | Berlin 2019,41,59.99,CDN,2023-08-30 06:32:39.379685
Sticker | chrisJ (Gold) | Berlin 2019,4,60.38,CDN,2023-08-30 06:32:45.223036
Sticker | ZywOo (Gold) | Berlin 2019,25,65.35,CDN,2023-08-30 06:32:45.223036
Sticker | s1mple (Gold) | Berlin 2019,24,70.76,CDN,2023-08-30 06:32:45.223036
Sticker | Summer (Gold) | Berlin 2019,3,73.07,CDN,2023-08-30 06:32:45.223036
Sticker | device (Gold) | Berlin 2019,22,81.2,CDN,2023-08-30 06:32:45.223036
Sticker | NiKo (Gold) | Berlin 2019,14,82.48,CDN,2023-08-30 06:32:45.223036
Sticker | frozen (Gold) | Berlin 2019,4,93.34,CDN,2023-08-30 06:32:45.223036
Sticker | Attacker (Gold) | Berlin 2019,6,97.86,CDN,2023-08-30 06:32:45.223036
Sticker | kNgV- (Gold) | Berlin 2019,11,102.77,CDN,2023-08-30 06:32:45.223036
Sticker | CeRq (Gold) | Berlin 2019,8,137.97,CDN,2023-08-30 06:32:45.223036
Sticker | somebody (Gold) | Berlin 2019,3,147.14,CDN,2023-08-30 06:32:47.903600
Sticker | kennyS (Gold) | Berlin 2019,25,163.04,CDN,2023-08-30 06:32:47.903600
Sticker | arT (Gold) | Berlin 2019,5,161.93,CDN,2023-08-30 06:32:47.903600
Sticker | ropz (Gold) | Berlin 2019,3,219.24,CDN,2023-08-30 06:32:47.903600
Sticker | DickStacy (Gold) | Berlin 2019,8,407.68,CDN,2023-08-30 06:32:47.903600
Sticker | Krad (Gold) | Berlin 2019,18,518.97,P,2023-08-31 10:03:49.859874
Sticker | KSCERATO (Gold) | Berlin 2019,12,"1,078.61",P,2023-08-31 10:03:49.859874
Sticker | rain (Gold) | Berlin 2019,16,"2,036.30",P,2023-08-31 10:03:49.859874
Sticker | Xyp9x (Gold) | Berlin 2019,11,927.98,P,2023-08-31 10:03:49.859874
Sticker | frozen (Gold) | Berlin 2019,4,"3,898.73",P,2023-08-31 10:03:49.859874
Sticker | ropz (Gold) | Berlin 2019,3,"9,262.17",P,2023-08-31 10:03:49.859874
Sticker | tarik (Gold) | Berlin 2019,10,"1,325.57",P,2023-08-31 10:03:49.859874
Sticker | Freeman (Gold) | Berlin 2019,3,"2,456.21",P,2023-08-31 10:03:49.859874
Sticker | ableJ (Gold) | Berlin 2019,14,540.34,P,2023-08-31 10:03:49.859874
Sticker | yuurih (Gold) | Berlin 2019,14,514.41,P,2023-08-31 10:03:49.859874
Sticker | Aerial | Berlin 2019,"2,170",0.82,P,2023-08-31 10:03:52.591011
Sticker | Rickeh | Berlin 2019,"2,473",0.85,P,2023-08-31 10:03:52.591011
Sticker | RpK | Berlin 2019,"3,816",0.88,P,2023-08-31 10:03:52.591011
Sticker | loWel | Berlin 2019,"2,698",0.88,P,2023-08-31 10:03:52.591011
Sticker | dephh | Berlin 2019,"2,103",0.89,P,2023-08-31 10:03:52.591011
Sticker | qikert | Berlin 2019,"1,905",0.89,P,2023-08-31 10:03:52.591011
Sticker | ShahZaM | Berlin 2019,"1,802",0.92,P,2023-08-31 10:03:52.591011
Sticker | Lekr0 | Berlin 2019,"2,484",0.94,P,2023-08-31 10:03:52.591011
Sticker | jkaem | Berlin 2019,"2,093",0.95,P,2023-08-31 10:03:52.591011
Sticker | AZR | Berlin 2019,"2,652",0.97,P,2023-08-31 10:03:52.591011
Sticker | REZ | Berlin 2019,"1,682",1.01,P,2023-08-31 10:03:55.848870
Sticker | allu | Berlin 2019,"1,475",1.04,P,2023-08-31 10:03:55.848870
Sticker | AdreN | Berlin 2019,"1,417",1.08,P,2023-08-31 10:03:55.848870
Sticker | Magisk | Berlin 2019,"1,856",1.17,P,2023-08-31 10:03:55.848870
Sticker | ANGE1 | Berlin 2019,"1,748",1.18,P,2023-08-31 10:03:55.848870
Sticker | SANJI | Berlin 2019,"1,446",1.18,P,2023-08-31 10:03:55.848870
Sticker | sergej | Berlin 2019,"2,442",1.28,P,2023-08-31 10:03:55.848870
Sticker | xseveN | Berlin 2019,"1,810",1.30,P,2023-08-31 10:03:55.848870
Sticker | NBK- | Berlin 2019,"1,300",1.31,P,2023-08-31 10:03:55.848870
Sticker | ALEX | Berlin 2019,"1,381",1.33,P,2023-08-31 10:03:55.848870
Sticker | Golden | Berlin 2019,"1,761",1.39,P,2023-08-31 10:03:58.050281
Sticker | oskar | Berlin 2019,"1,442",1.42,P,2023-08-31 10:03:58.050281
Sticker | Krad | Berlin 2019,889,1.43,P,2023-08-31 10:03:58.050281
Sticker | CeRq | Berlin 2019,886,1.43,P,2023-08-31 10:03:58.050281
Sticker | Gratisfaction | Berlin 2019,813,1.43,P,2023-08-31 10:03:58.050281
Sticker | ISSAA | Berlin 2019,"1,734",1.43,P,2023-08-31 10:03:58.050281
Sticker | v4lde | Berlin 2019,737,1.43,P,2023-08-31 10:03:58.050281
Sticker | AmaNEk | Berlin 2019,"1,005",1.43,P,2023-08-31 10:03:58.050281
Sticker | DeadFox | Berlin 2019,"1,201",1.43,P,2023-08-31 10:03:58.050281
Sticker | JaCkz | Berlin 2019,"1,071",1.45,P,2023-08-31 10:03:58.050281
Sticker | NAF | Berlin 2019,"1,621",1.45,P,2023-08-31 10:04:00.771367
Sticker | buster | Berlin 2019,"1,086",1.52,P,2023-08-31 10:04:00.771367
Sticker | apEX | Berlin 2019,"1,152",1.57,P,2023-08-31 10:04:00.771367
Sticker | yel | Berlin 2019,437,1.62,P,2023-08-31 10:04:00.771367
Sticker | nitr0 | Berlin 2019,"1,565",1.65,P,2023-08-31 10:04:00.771367
Sticker | Kjaerbye | Berlin 2019,494,1.68,P,2023-08-31 10:04:00.771367
Sticker | EliGE | Berlin 2019,"1,442",1.69,P,2023-08-31 10:04:00.771367
Sticker | Aleksib | Berlin 2019,"1,025",1.72,P,2023-08-31 10:04:00.771367
Sticker | Xyp9x | Berlin 2019,906,1.72,P,2023-08-31 10:04:00.771367
Sticker | SicK | Berlin 2019,655,1.75,P,2023-08-31 10:04:00.771367
Sticker | neaLaN | Berlin 2019,604,1.76,P,2023-08-31 10:04:05.478376
Sticker | svyat | Berlin 2019,759,1.76,P,2023-08-31 10:04:05.478376
Sticker | gla1ve | Berlin 2019,"1,604",1.76,P,2023-08-31 10:04:05.478376
Sticker | ableJ | Berlin 2019,631,1.78,P,2023-08-31 10:04:05.478376
Sticker | xand | Berlin 2019,478,1.78,P,2023-08-31 10:04:05.478376
Sticker | flamie | Berlin 2019,"1,290",1.89,P,2023-08-31 10:04:05.478376
Sticker | yuurih | Berlin 2019,361,1.92,P,2023-08-31 10:04:05.478376
Sticker | speed4k | Berlin 2019,479,2.14,P,2023-08-31 10:04:05.478376
Sticker | Sico | Berlin 2019,248,2.14,P,2023-08-31 10:04:05.478376
Sticker | dupreeh | Berlin 2019,"1,089",2.14,P,2023-08-31 10:04:05.478376
Sticker | Jame | Berlin 2019,"1,103",2.15,P,2023-08-31 10:04:49.380905
Sticker | FL1T | Berlin 2019,355,2.22,P,2023-08-31 10:04:49.380905
Sticker | kinqie | Berlin 2019,494,2.24,P,2023-08-31 10:04:49.380905
Sticker | Keoz | Berlin 2019,331,2.26,P,2023-08-31 10:04:49.380905
Sticker | shox | Berlin 2019,"1,562",2.27,P,2023-08-31 10:04:49.380905
Sticker | almazer | Berlin 2019,370,2.27,P,2023-08-31 10:04:49.380905
Sticker | t0rick | Berlin 2019,435,2.30,P,2023-08-31 10:04:49.380905
Sticker | xsepower | Berlin 2019,729,2.32,P,2023-08-31 10:04:49.380905
Sticker | JUGi | Berlin 2019,497,2.36,P,2023-08-31 10:04:49.380905
Sticker | EspiranTo | Berlin 2019,133,2.41,P,2023-08-31 10:04:49.380905
Sticker | ottoNd | Berlin 2019,374,2.50,P,2023-08-31 10:05:10.466156
Sticker | DeStiNy | Berlin 2019,541,2.53,P,2023-08-31 10:05:10.466156
Sticker | Forester | Berlin 2019,334,2.61,P,2023-08-31 10:05:10.466156
Sticker | Boombl4 | Berlin 2019,823,2.64,P,2023-08-31 10:05:10.466156
Sticker | fer | Berlin 2019,399,2.70,P,2023-08-31 10:05:10.466156
Sticker | Stewie2K | Berlin 2019,450,2.77,P,2023-08-31 10:05:10.466156
Sticker | LETN1 | Berlin 2019,732,2.84,P,2023-08-31 10:05:10.466156
Sticker | erkaSt | Berlin 2019,294,2.85,P,2023-08-31 10:05:10.466156
Sticker | oBo | Berlin 2019,944,2.94,P,2023-08-31 10:05:10.466156
Sticker | Ramz1kBO$$ | Berlin 2019,372,3.01,P,2023-08-31 10:05:10.466156
Sticker | GeT_RiGhT | Berlin 2019,"3,645",3.05,P,2023-08-31 10:05:14.182092
Sticker | facecrack | Berlin 2019,268,3.05,P,2023-08-31 10:05:14.182092
Sticker | aizy | Berlin 2019,210,3.27,P,2023-08-31 10:05:14.182092
Sticker | NEO | Berlin 2019,"1,821",3.31,P,2023-08-31 10:05:14.182092
Sticker | gade | Berlin 2019,155,3.36,P,2023-08-31 10:05:14.182092
Sticker | nexa | Berlin 2019,209,3.49,P,2023-08-31 10:05:14.182092
Sticker | chelo | Berlin 2019,689,3.51,P,2023-08-31 10:05:14.182092
Sticker | electronic | Berlin 2019,665,3.57,P,2023-08-31 10:05:14.182092
Sticker | GuardiaN | Berlin 2019,"1,828",3.58,P,2023-08-31 10:05:14.182092
Sticker | KSCERATO | Berlin 2019,415,3.76,P,2023-08-31 10:05:14.182092
Sticker | coldzera | Berlin 2019,429,3.77,P,2023-08-31 10:05:17.854446
Sticker | f0rest | Berlin 2019,853,3.88,P,2023-08-31 10:05:17.854446
Sticker | Jerry | Berlin 2019,142,3.93,P,2023-08-31 10:05:17.854446
Sticker | TACO | Berlin 2019,396,3.93,P,2023-08-31 10:05:17.854446
Sticker | Brehze | Berlin 2019,473,3.95,P,2023-08-31 10:05:17.854446
Sticker | stanislaw | Berlin 2019,352,4.05,P,2023-08-31 10:05:17.854446
Sticker | LUCAS1 | Berlin 2019,393,4.17,P,2023-08-31 10:05:17.854446
Sticker | rain | Berlin 2019,199,4.42,P,2023-08-31 10:05:17.854446
Sticker | chrisJ | Berlin 2019,128,4.63,P,2023-08-31 10:05:17.854446
Sticker | BnTeT | Berlin 2019,245,4.64,P,2023-08-31 10:05:17.854446
Sticker | Ethan | Berlin 2019,308,4.97,P,2023-08-31 10:05:22.104440
Sticker | woxic | Berlin 2019,614,5.38,P,2023-08-31 10:05:22.104440
Sticker | olofmeister | Berlin 2019,386,5.55,P,2023-08-31 10:05:22.104440
Sticker | Liazz | Berlin 2019,462,5.71,P,2023-08-31 10:05:22.104440
Sticker | frozen | Berlin 2019,338,5.75,P,2023-08-31 10:05:22.104440
Sticker | jks | Berlin 2019,575,5.82,P,2023-08-31 10:05:22.104440
Sticker | Perfecto | Berlin 2019,190,5.89,P,2023-08-31 10:05:22.104440
Sticker | tarik | Berlin 2019,585,6.97,P,2023-08-31 10:05:22.104440
Sticker | ZywOo | Berlin 2019,"1,161",6.97,P,2023-08-31 10:05:22.104440
Sticker | karrigan | Berlin 2019,215,7.65,P,2023-08-31 10:05:22.104440
Sticker | malta | Berlin 2019,142,8.32,P,2023-08-31 10:05:27.381871
Sticker | Attacker | Berlin 2019,327,8.48,P,2023-08-31 10:05:27.381871
Sticker | Team Liquid | Berlin 2019,"2,500",8.57,P,2023-08-31 10:05:27.381871
Sticker | huNter- | Berlin 2019,220,8.99,P,2023-08-31 10:05:27.381871
Sticker | dexter | Berlin 2019,44,9.23,P,2023-08-31 10:05:27.381871
Sticker | Twistzz | Berlin 2019,367,9.80,P,2023-08-31 10:05:27.381871
Sticker | Rickeh (Foil) | Berlin 2019,135,10.21,P,2023-08-31 10:05:27.381871
Sticker | NRG | Berlin 2019,584,11.11,P,2023-08-31 10:05:27.381871
Sticker | AZR (Foil) | Berlin 2019,135,11.33,P,2023-08-31 10:05:27.381871
Sticker | VINI | Berlin 2019,142,11.47,P,2023-08-31 10:05:27.381871
Sticker | FURIA | Berlin 2019,629,11.65,P,2023-08-31 10:05:31.607122
Sticker | Vitality | Berlin 2019,447,11.66,P,2023-08-31 10:05:31.607122
Sticker | Aerial (Foil) | Berlin 2019,93,11.74,P,2023-08-31 10:05:31.607122
Sticker | JUGi (Foil) | Berlin 2019,65,11.77,P,2023-08-31 10:05:31.607122
Sticker | ANGE1 (Foil) | Berlin 2019,169,11.82,P,2023-08-31 10:05:31.607122
Sticker | loWel (Foil) | Berlin 2019,119,12.20,P,2023-08-31 10:05:31.607122
Sticker | jkaem (Foil) | Berlin 2019,125,12.30,P,2023-08-31 10:05:31.607122
Sticker | forZe eSports | Berlin 2019,361,12.38,P,2023-08-31 10:05:31.607122
Sticker | FalleN | Berlin 2019,283,12.42,P,2023-08-31 10:05:31.607122
Sticker | StarLadder | Berlin 2019,749,12.46,P,2023-08-31 10:05:31.607122
Sticker | Gratisfaction (Foil) | Berlin 2019,168,12.48,P,2023-08-31 10:05:37.371623
Sticker | RpK (Foil) | Berlin 2019,132,12.60,P,2023-08-31 10:05:37.371623
Sticker | dephh (Foil) | Berlin 2019,126,12.68,P,2023-08-31 10:05:37.371623
Sticker | Renegades | Berlin 2019,377,12.78,P,2023-08-31 10:05:37.371623
Sticker | AdreN (Foil) | Berlin 2019,90,12.88,P,2023-08-31 10:05:37.371623
Sticker | qikert (Foil) | Berlin 2019,155,13.01,P,2023-08-31 10:05:37.371623
Sticker | flamie (Foil) | Berlin 2019,125,13.06,P,2023-08-31 10:05:37.371623
Sticker | Zeus | Berlin 2019,"2,866",13.47,P,2023-08-31 10:05:37.371623
Sticker | Brehze (Foil) | Berlin 2019,185,13.49,P,2023-08-31 10:05:37.371623
Sticker | SANJI (Foil) | Berlin 2019,121,13.72,P,2023-08-31 10:05:37.371623
Sticker | xsepower (Foil) | Berlin 2019,119,14.10,P,2023-08-31 10:05:40.601543
Sticker | Syman Gaming | Berlin 2019,261,14.14,P,2023-08-31 10:05:40.601543
Sticker | Freeman | Berlin 2019,114,14.15,P,2023-08-31 10:05:40.601543
Sticker | buster (Foil) | Berlin 2019,96,14.15,P,2023-08-31 10:05:40.601543
Sticker | gla1ve (Foil) | Berlin 2019,205,14.22,P,2023-08-31 10:05:40.601543
Sticker | yel (Foil) | Berlin 2019,54,14.30,P,2023-08-31 10:05:40.601543
