Item Name,Listings,Price,Currency,Timestamp
Sticker | stavn (Gold) | Antwerp 2022,17,7.97,CDN,2023-08-28 10:29:27.969035
Sticker | Aleksib (Gold) | Antwerp 2022,36,10.12,CDN,2023-08-28 12:44:48.215448
Sticker | NAF (Gold) | Antwerp 2022,21,10.15,CDN,2023-08-28 12:44:48.215448
Sticker | interz (Gold) | Antwerp 2022,24,10.24,CDN,2023-08-28 12:44:48.215448
Sticker | TeSeS (Gold) | Antwerp 2022,19,10.3,CDN,2023-08-28 12:44:48.215448
Sticker | Astralis (Holo) | Antwerp 2022,68,10.3,CDN,2023-08-28 12:44:49.312679
Sticker | Xyp9x (Gold) | Antwerp 2022,22,10.61,CDN,2023-08-28 12:44:49.312679
Sticker | drop (Gold) | Antwerp 2022,17,10.62,CDN,2023-08-28 12:44:49.312679
Sticker | oSee (Gold) | Antwerp 2022,19,10.88,CDN,2023-08-28 12:44:49.312679
Sticker | gla1ve (Gold) | Antwerp 2022,13,11.18,CDN,2023-08-28 12:44:49.312679
Sticker | nafany (Holo) | Antwerp 2022,44,11.2,CDN,2023-08-28 12:44:49.312679
Sticker | fer (Gold) | Antwerp 2022,28,11.34,CDN,2023-08-28 12:44:49.312679
Sticker | Hobbit (Holo) | Antwerp 2022,50,11.39,CDN,2023-08-28 12:44:49.312679
Sticker | HooXi (Holo) | Antwerp 2022,30,11.46,CDN,2023-08-28 12:44:49.312679
"Sticker | rain (Gold, Champion) | Antwerp 2022",66,11.5,CDN,2023-08-28 12:44:49.312679
Sticker | FalleN (Holo) | Antwerp 2022,81,11.69,CDN,2023-08-28 12:44:50.419287
Sticker | Team Spirit (Holo) | Antwerp 2022,63,11.79,CDN,2023-08-28 12:44:50.419287
Sticker | JaCkz (Gold) | Antwerp 2022,13,11.84,CDN,2023-08-28 12:44:50.419287
Sticker | JT (Gold) | Antwerp 2022,14,12.03,CDN,2023-08-28 12:44:50.419287
Sticker | syrsoN (Gold) | Antwerp 2022,23,12.32,CDN,2023-08-28 12:44:50.419287
Sticker | Copenhagen Flames (Holo) | Antwerp 2022,137,12.32,CDN,2023-08-28 12:44:50.419287
Sticker | shox (Gold) | Antwerp 2022,18,12.32,CDN,2023-08-28 12:44:50.419287
Sticker | blameF (Gold) | Antwerp 2022,27,12.53,CDN,2023-08-28 12:44:50.419287
Sticker | arT (Holo) | Antwerp 2022,30,13.3,CDN,2023-08-28 12:44:50.419287
Sticker | electronic (Gold) | Antwerp 2022,16,13.42,CDN,2023-08-28 12:44:50.419287
Sticker | Complexity Gaming (Holo) | Antwerp 2022,55,14.17,CDN,2023-08-28 12:44:52.040315
Sticker | KSCERATO (Gold) | Antwerp 2022,26,14.56,CDN,2023-08-28 12:44:52.040315
Sticker | EliGE (Gold) | Antwerp 2022,17,14.73,CDN,2023-08-28 12:44:52.040315
Sticker | FaZe Clan (Gold) | Antwerp 2022,78,14.75,CDN,2023-08-28 12:44:52.040315
Sticker | jabbi (Gold) | Antwerp 2022,12,14.87,CDN,2023-08-28 12:44:52.040315
Sticker | b1t (Gold) | Antwerp 2022,19,15.04,CDN,2023-08-28 12:44:52.040315
Sticker | tabseN (Gold) | Antwerp 2022,20,15.23,CDN,2023-08-28 12:44:52.040315
Sticker | fnx (Gold) | Antwerp 2022,59,15.46,CDN,2023-08-28 12:44:52.040315
Sticker | nafany (Gold) | Antwerp 2022,26,15.57,CDN,2023-08-28 12:44:52.040315
Sticker | Copenhagen Flames (Gold) | Antwerp 2022,136,15.68,CDN,2023-08-28 12:44:52.040315
Sticker | huNter (Gold) | Antwerp 2022,14,15.78,CDN,2023-08-28 12:44:53.136437
Sticker | JT (Holo) | Antwerp 2022,27,15.87,CDN,2023-08-28 12:44:53.136437
Sticker | 9z Team (Gold) | Antwerp 2022,30,16.11,CDN,2023-08-28 12:44:53.136437
Sticker | Team Liquid (Gold) | Antwerp 2022,24,16.39,CDN,2023-08-28 12:44:53.136437
Sticker | Natus Vincere (Gold) | Antwerp 2022,36,16.41,CDN,2023-08-28 12:44:53.136437
Sticker | G2 Esports (Holo) | Antwerp 2022,69,16.75,CDN,2023-08-28 12:44:53.136437
Sticker | dupreeh (Gold) | Antwerp 2022,17,16.9,CDN,2023-08-28 12:44:53.136437
Sticker | Hobbit (Gold) | Antwerp 2022,16,16.99,CDN,2023-08-28 12:44:53.136437
Sticker | ropz (Holo) | Antwerp 2022,33,17.29,CDN,2023-08-28 12:44:53.136437
Sticker | Complexity Gaming (Gold) | Antwerp 2022,33,17.66,CDN,2023-08-28 12:44:53.136437
Sticker | broky (Gold) | Antwerp 2022,32,18.31,CDN,2023-08-28 12:44:54.239218
Sticker | Vitality (Gold) | Antwerp 2022,12,18.52,CDN,2023-08-28 12:44:54.239218
Sticker | rain (Gold) | Antwerp 2022,13,18.67,CDN,2023-08-28 12:44:54.239218
Sticker | Liazz (Gold) | Antwerp 2022,11,18.79,CDN,2023-08-28 12:44:54.239218
Sticker | ZywOo (Holo) | Antwerp 2022,35,18.86,CDN,2023-08-28 12:44:54.239218
Sticker | NiKo (Holo) | Antwerp 2022,24,19.44,CDN,2023-08-28 12:44:54.239218
Sticker | Ax1Le (Holo) | Antwerp 2022,18,19.55,CDN,2023-08-28 12:44:54.239218
Sticker | cadiaN (Gold) | Antwerp 2022,10,19.62,CDN,2023-08-28 12:44:54.239218
Sticker | Twistzz (Holo) | Antwerp 2022,25,19.66,CDN,2023-08-28 12:44:54.239218
Sticker | Eternal Fire (Gold) | Antwerp 2022,14,19.7,CDN,2023-08-28 12:44:54.239218
Sticker | Team Spirit (Gold) | Antwerp 2022,24,19.78,CDN,2023-08-28 12:44:55.863702
Sticker | Astralis (Gold) | Antwerp 2022,46,19.8,CDN,2023-08-28 12:44:55.863702
Sticker | FURIA (Gold) | Antwerp 2022,42,19.92,CDN,2023-08-28 12:44:55.863702
Sticker | Eternal Fire (Holo) | Antwerp 2022,64,19.94,CDN,2023-08-28 12:44:55.863702
Sticker | Team Liquid (Holo) | Antwerp 2022,74,20.2,CDN,2023-08-28 12:44:55.863702
"Sticker | ropz (Gold, Champion) | Antwerp 2022",44,20.39,CDN,2023-08-28 12:44:55.863702
Sticker | YEKINDAR (Gold) | Antwerp 2022,17,20.65,CDN,2023-08-28 12:44:55.863702
Sticker | 9z Team (Holo) | Antwerp 2022,60,20.79,CDN,2023-08-28 12:44:55.863702
Sticker | Jame (Gold) | Antwerp 2022,11,22.63,CDN,2023-08-28 12:44:55.863702
Sticker | Outsiders (Holo) | Antwerp 2022,184,22.78,CDN,2023-08-28 12:44:55.863702
Sticker | VINI (Holo) | Antwerp 2022,31,23.31,CDN,2023-08-28 12:44:57.498229
Sticker | HooXi (Gold) | Antwerp 2022,25,24.58,CDN,2023-08-28 12:44:57.498229
Sticker | G2 Esports (Gold) | Antwerp 2022,20,24.64,CDN,2023-08-28 12:44:57.498229
Sticker | max (Gold) | Antwerp 2022,7,25.2,CDN,2023-08-28 12:44:57.498229
Sticker | sh1ro (Holo) | Antwerp 2022,23,26.93,CDN,2023-08-28 12:44:57.498229
Sticker | max (Holo) | Antwerp 2022,41,27.06,CDN,2023-08-28 12:44:57.498229
Sticker | s1mple (Holo) | Antwerp 2022,37,28.49,CDN,2023-08-28 12:44:57.498229
"Sticker | Twistzz (Gold, Champion) | Antwerp 2022",45,28.52,CDN,2023-08-28 12:44:57.498229
Sticker | FURIA (Holo) | Antwerp 2022,122,29.06,CDN,2023-08-28 12:44:57.498229
Sticker | karrigan (Gold) | Antwerp 2022,13,29.44,CDN,2023-08-28 12:44:57.498229
Sticker | arT (Gold) | Antwerp 2022,18,30.42,CDN,2023-08-28 12:44:58.603893
Sticker | Imperial Esports (Holo) | Antwerp 2022,57,32.05,CDN,2023-08-28 12:44:58.603893
Sticker | XANTARES (Gold) | Antwerp 2022,15,34.04,CDN,2023-08-28 12:44:58.603893
Sticker | Ax1Le (Gold) | Antwerp 2022,9,34.62,CDN,2023-08-28 12:44:58.603893
Sticker | ropz (Gold) | Antwerp 2022,21,37.77,CDN,2023-08-28 12:44:58.603893
Sticker | Cloud9 (Gold) | Antwerp 2022,46,38.47,CDN,2023-08-28 12:44:58.603893
Sticker | m0NESY (Holo) | Antwerp 2022,32,41.22,CDN,2023-08-28 12:44:58.603893
Sticker | Outsiders (Gold) | Antwerp 2022,39,45.6,CDN,2023-08-28 12:44:58.603893
Sticker | FalleN (Gold) | Antwerp 2022,20,52.06,CDN,2023-08-28 12:44:58.603893
Sticker | Twistzz (Gold) | Antwerp 2022,12,60.08,CDN,2023-08-28 12:44:58.603893
Sticker | sh1ro (Gold) | Antwerp 2022,12,60.95,CDN,2023-08-28 12:45:00.228464
Sticker | VINI (Gold) | Antwerp 2022,12,61.27,CDN,2023-08-28 12:45:00.228464
Sticker | Cloud9 (Holo) | Antwerp 2022,99,65.13,CDN,2023-08-28 12:45:00.228464
Sticker | Imperial Esports (Gold) | Antwerp 2022,37,72.03,CDN,2023-08-28 12:45:00.228464
Sticker | NiKo (Gold) | Antwerp 2022,12,84.73,CDN,2023-08-28 12:45:00.228464
Sticker | ZywOo (Gold) | Antwerp 2022,13,85.87,CDN,2023-08-28 12:45:00.228464
Sticker | s1mple (Gold) | Antwerp 2022,17,99.9,CDN,2023-08-28 12:45:00.228464
Sticker | rox (Gold) | Antwerp 2022,5,123.2,CDN,2023-08-28 12:45:00.228464
Sticker | rox (Holo) | Antwerp 2022,10,213.74,CDN,2023-08-28 12:45:00.228464
Sticker | m0NESY (Gold) | Antwerp 2022,15,308.11,CDN,2023-08-28 12:45:00.228464
Sticker | Jame (Gold) | Antwerp 2022,11,22.66,CDN,2023-08-30 03:47:04.555292
Sticker | dupreeh (Gold) | Antwerp 2022,17,16.92,CDN,2023-08-30 03:47:04.555292
Sticker | Hobbit (Gold) | Antwerp 2022,16,16.99,CDN,2023-08-30 03:47:04.555292
Sticker | gla1ve (Gold) | Antwerp 2022,13,11.19,CDN,2023-08-30 03:47:04.555292
Sticker | TeSeS (Gold) | Antwerp 2022,19,10.3,CDN,2023-08-30 03:47:04.555292
Sticker | juanflatroo (Gold) | Antwerp 2022,26,3.86,CDN,2023-08-30 03:47:04.555292
Sticker | Twistzz (Gold) | Antwerp 2022,12,59.98,CDN,2023-08-30 03:47:04.555292
Sticker | dgt (Gold) | Antwerp 2022,18,7.22,CDN,2023-08-30 03:47:04.555292
Sticker | karrigan (Gold) | Antwerp 2022,14,28.99,CDN,2023-08-30 03:47:04.555292
Sticker | saffee (Gold) | Antwerp 2022,14,7.47,CDN,2023-08-30 03:47:04.555292
Sticker | JOTA | Antwerp 2022,"24,418",0.03,CDN,2023-08-30 03:47:05.663329
Sticker | juanflatroo | Antwerp 2022,"20,700",0.03,CDN,2023-08-30 03:47:05.663329
Sticker | rigoN | Antwerp 2022,"23,161",0.03,CDN,2023-08-30 03:47:05.663329
Sticker | misutaaa | Antwerp 2022,"24,023",0.03,CDN,2023-08-30 03:47:05.663329
Sticker | sjuush | Antwerp 2022,"18,844",0.03,CDN,2023-08-30 03:47:05.663329
Sticker | Jerry | Antwerp 2022,"15,020",0.03,CDN,2023-08-30 03:47:05.663329
Sticker | gxx- | Antwerp 2022,"17,598",0.03,CDN,2023-08-30 03:47:05.663329
Sticker | Tuurtle | Antwerp 2022,"26,154",0.03,CDN,2023-08-30 03:47:05.663329
Sticker | SENER1 | Antwerp 2022,"21,100",0.03,CDN,2023-08-30 03:47:05.663329
Sticker | k0nfig | Antwerp 2022,"27,115",0.03,CDN,2023-08-30 03:47:05.663329
Sticker | broky (Champion) | Antwerp 2022,"37,485",0.03,CDN,2023-08-30 03:47:06.824840
Sticker | faveN | Antwerp 2022,"16,079",0.03,CDN,2023-08-30 03:47:06.824840
Sticker | sinnopsyy | Antwerp 2022,"26,066",0.03,CDN,2023-08-30 03:47:06.824840
Sticker | dycha | Antwerp 2022,"18,434",0.03,CDN,2023-08-30 03:47:06.824840
Sticker | Plopski | Antwerp 2022,"12,505",0.03,CDN,2023-08-30 03:47:06.824840
Sticker | Snappi | Antwerp 2022,"16,771",0.03,CDN,2023-08-30 03:47:06.824840
Sticker | Norwi | Antwerp 2022,"22,794",0.03,CDN,2023-08-30 03:47:06.824840
Sticker | Spinx | Antwerp 2022,"17,519",0.03,CDN,2023-08-30 03:47:06.824840
Sticker | Magisk | Antwerp 2022,"14,745",0.03,CDN,2023-08-30 03:47:06.824840
Sticker | FaNg | Antwerp 2022,"11,132",0.03,CDN,2023-08-30 03:47:06.824840
Sticker | NAF | Antwerp 2022,"15,222",0.03,CDN,2023-08-30 03:47:07.982673
Sticker | degster | Antwerp 2022,"10,307",0.03,CDN,2023-08-30 03:47:07.982673
Sticker | aliStair | Antwerp 2022,"11,096",0.03,CDN,2023-08-30 03:47:07.982673
Sticker | chelo | Antwerp 2022,"27,938",0.03,CDN,2023-08-30 03:47:07.982673
Sticker | roeJ | Antwerp 2022,"15,350",0.03,CDN,2023-08-30 03:47:07.982673
Sticker | KENSi | Antwerp 2022,"15,788",0.03,CDN,2023-08-30 03:47:07.982673
Sticker | bLitz | Antwerp 2022,"15,760",0.03,CDN,2023-08-30 03:47:07.982673
Sticker | Krimbo | Antwerp 2022,"14,184",0.03,CDN,2023-08-30 03:47:07.982673
Sticker | tiziaN | Antwerp 2022,"16,335",0.03,CDN,2023-08-30 03:47:07.982673
Sticker | huNter | Antwerp 2022,"8,848",0.03,CDN,2023-08-30 03:47:07.982673
Sticker | JaCkz | Antwerp 2022,"19,392",0.03,CDN,2023-08-30 03:47:09.677590
Sticker | Grim | Antwerp 2022,"9,263",0.03,CDN,2023-08-30 03:47:09.677590
Sticker | syrsoN | Antwerp 2022,"16,092",0.03,CDN,2023-08-30 03:47:09.677590
Sticker | refrezh | Antwerp 2022,"13,242",0.03,CDN,2023-08-30 03:47:09.677590
Sticker | ins | Antwerp 2022,"13,627",0.03,CDN,2023-08-30 03:47:09.677590
Sticker | EliGE | Antwerp 2022,"15,062",0.03,CDN,2023-08-30 03:47:09.677590
Sticker | tabseN | Antwerp 2022,"11,400",0.03,CDN,2023-08-30 03:47:09.677590
Sticker | TeSeS | Antwerp 2022,"10,235",0.03,CDN,2023-08-30 03:47:09.677590
Sticker | oSee | Antwerp 2022,"11,347",0.03,CDN,2023-08-30 03:47:09.677590
Sticker | karrigan (Champion) | Antwerp 2022,"29,032",0.03,CDN,2023-08-30 03:47:09.677590
Sticker | maden | Antwerp 2022,"12,988",0.03,CDN,2023-08-30 03:47:10.915430
Sticker | shalfey | Antwerp 2022,"14,671",0.03,CDN,2023-08-30 03:47:10.915430
Sticker | apEX | Antwerp 2022,"8,560",0.03,CDN,2023-08-30 03:47:10.915430
Sticker | hatz | Antwerp 2022,"8,399",0.03,CDN,2023-08-30 03:47:10.915430
Sticker | nicoodoz | Antwerp 2022,"9,399",0.03,CDN,2023-08-30 03:47:10.915430
Sticker | Zyphon | Antwerp 2022,"10,808",0.03,CDN,2023-08-30 03:47:10.915430
Sticker | Farlig | Antwerp 2022,"13,986",0.03,CDN,2023-08-30 03:47:10.915430
Sticker | stavn | Antwerp 2022,"10,381",0.03,CDN,2023-08-30 03:47:10.915430
Sticker | hampus | Antwerp 2022,"8,593",0.03,CDN,2023-08-30 03:47:10.915430
Sticker | Brollan | Antwerp 2022,"7,325",0.03,CDN,2023-08-30 03:47:10.915430
Sticker | es3tag | Antwerp 2022,"9,439",0.03,CDN,2023-08-30 03:47:12.019727
Sticker | REZ | Antwerp 2022,"10,221",0.03,CDN,2023-08-30 03:47:12.019727
Sticker | rain (Champion) | Antwerp 2022,"35,215",0.03,CDN,2023-08-30 03:47:12.019727
Sticker | Patsi | Antwerp 2022,"9,278",0.03,CDN,2023-08-30 03:47:12.019727
Sticker | nitr0 | Antwerp 2022,"9,253",0.03,CDN,2023-08-30 03:47:12.019727
Sticker | Perfecto | Antwerp 2022,"8,771",0.03,CDN,2023-08-30 03:47:12.019727
Sticker | kabal | Antwerp 2022,"10,555",0.03,CDN,2023-08-30 03:47:12.019727
Sticker | WOOD7 | Antwerp 2022,"9,828",0.03,CDN,2023-08-30 03:47:12.019727
Sticker | junior | Antwerp 2022,"9,472",0.03,CDN,2023-08-30 03:47:12.019727
Sticker | hades | Antwerp 2022,"8,397",0.03,CDN,2023-08-30 03:47:12.019727
Sticker | JT | Antwerp 2022,"8,927",0.03,CDN,2023-08-30 03:47:13.209686
Sticker | dupreeh | Antwerp 2022,"9,909",0.03,CDN,2023-08-30 03:47:13.209686
Sticker | Calyx | Antwerp 2022,"11,813",0.03,CDN,2023-08-30 03:47:13.209686
Sticker | gla1ve | Antwerp 2022,"14,958",0.03,CDN,2023-08-30 03:47:13.209686
Sticker | sk0R | Antwerp 2022,"5,484",0.03,CDN,2023-08-30 03:47:13.209686
Sticker | woxic | Antwerp 2022,"9,134",0.03,CDN,2023-08-30 03:47:13.209686
Sticker | floppy | Antwerp 2022,"7,864",0.03,CDN,2023-08-30 03:47:13.209686
Sticker | electronic | Antwerp 2022,"10,132",0.03,CDN,2023-08-30 03:47:13.209686
Sticker | blameF | Antwerp 2022,"23,902",0.03,CDN,2023-08-30 03:47:13.209686
Sticker | ropz (Champion) | Antwerp 2022,"34,835",0.03,CDN,2023-08-30 03:47:13.209686
Sticker | Techno4K | Antwerp 2022,"11,121",0.03,CDN,2023-08-30 03:47:14.331666
Sticker | Renegades | Antwerp 2022,"48,797",0.03,CDN,2023-08-30 03:47:14.331666
Sticker | saffee | Antwerp 2022,"5,730",0.03,CDN,2023-08-30 03:47:14.331666
Sticker | drop | Antwerp 2022,"6,136",0.03,CDN,2023-08-30 03:47:14.331666
Sticker | shox | Antwerp 2022,"4,854",0.03,CDN,2023-08-30 03:47:14.331666
Sticker | broky | Antwerp 2022,"5,954",0.03,CDN,2023-08-30 03:47:14.331666
Sticker | imoRR | Antwerp 2022,"8,621",0.03,CDN,2023-08-30 03:47:14.331666
Sticker | rain | Antwerp 2022,"6,981",0.03,CDN,2023-08-30 03:47:14.331666
Sticker | FL1T | Antwerp 2022,"6,018",0.03,CDN,2023-08-30 03:47:14.331666
Sticker | buster | Antwerp 2022,"5,387",0.03,CDN,2023-08-30 03:47:14.331666
Sticker | PGL | Antwerp 2022,"66,828",0.03,CDN,2023-08-30 03:47:15.506198
Sticker | exit | Antwerp 2022,"10,718",0.03,CDN,2023-08-30 03:47:15.506198
Sticker | BIG | Antwerp 2022,"95,147",0.03,CDN,2023-08-30 03:47:15.506198
Sticker | KSCERATO | Antwerp 2022,"5,121",0.03,CDN,2023-08-30 03:47:15.506198
Sticker | dgt | Antwerp 2022,"9,212",0.03,CDN,2023-08-30 03:47:15.506198
Sticker | Aleksib | Antwerp 2022,"9,064",0.03,CDN,2023-08-30 03:47:15.506198
Sticker | chopper | Antwerp 2022,"6,606",0.03,CDN,2023-08-30 03:47:15.506198
Sticker | Twistzz (Champion) | Antwerp 2022,"17,177",0.03,CDN,2023-08-30 03:47:15.506198
Sticker | qikert | Antwerp 2022,"6,531",0.03,CDN,2023-08-30 03:47:15.506198
Sticker | zorte | Antwerp 2022,"6,278",0.03,CDN,2023-08-30 03:47:15.506198
Sticker | sico | Antwerp 2022,"7,316",0.03,CDN,2023-08-30 03:47:17.166149
Sticker | Ninjas in Pyjamas | Antwerp 2022,"39,555",0.03,CDN,2023-08-30 03:47:17.166149
Sticker | b1t | Antwerp 2022,"4,370",0.03,CDN,2023-08-30 03:47:17.166149
Sticker | nin9 | Antwerp 2022,"6,323",0.03,CDN,2023-08-30 03:47:17.166149
Sticker | Xyp9x | Antwerp 2022,"4,745",0.03,CDN,2023-08-30 03:47:17.166149
Sticker | forZe eSports | Antwerp 2022,"25,334",0.03,CDN,2023-08-30 03:47:17.166149
Sticker | xfl0ud | Antwerp 2022,"9,012",0.03,CDN,2023-08-30 03:47:17.166149
Sticker | dav1d | Antwerp 2022,"7,632",0.03,CDN,2023-08-30 03:47:17.166149
Sticker | HooXi | Antwerp 2022,"5,671",0.03,CDN,2023-08-30 03:47:17.166149
Sticker | cadiaN | Antwerp 2022,"3,403",0.03,CDN,2023-08-30 03:47:17.166149
Sticker | ENCE | Antwerp 2022,"25,179",0.03,CDN,2023-08-30 03:47:18.286766
Sticker | karrigan | Antwerp 2022,"5,173",0.03,CDN,2023-08-30 03:47:18.286766
Sticker | yuurih | Antwerp 2022,"4,402",0.03,CDN,2023-08-30 03:47:18.286766
Sticker | IHC Esports | Antwerp 2022,"28,734",0.03,CDN,2023-08-30 03:47:18.286766
Sticker | Vitality | Antwerp 2022,"28,655",0.03,CDN,2023-08-30 03:47:18.286766
Sticker | ropz | Antwerp 2022,"6,596",0.03,CDN,2023-08-30 03:47:18.286766
Sticker | Boombl4 | Antwerp 2022,"8,172",0.03,CDN,2023-08-30 03:47:18.286766
Sticker | magixx | Antwerp 2022,"5,023",0.03,CDN,2023-08-30 03:47:18.286766
Sticker | S1ren | Antwerp 2022,"3,400",0.03,CDN,2023-08-30 03:47:18.286766
Sticker | fer | Antwerp 2022,"7,387",0.04,CDN,2023-08-30 03:47:18.286766
Sticker | Bad News Eagles | Antwerp 2022,"25,030",0.04,CDN,2023-08-30 03:47:19.489821
Sticker | Twistzz | Antwerp 2022,"2,626",0.04,CDN,2023-08-30 03:47:19.489821
Sticker | YEKINDAR | Antwerp 2022,"4,327",0.04,CDN,2023-08-30 03:47:19.489821
Sticker | interz | Antwerp 2022,"3,548",0.04,CDN,2023-08-30 03:47:19.489821
Sticker | Hobbit | Antwerp 2022,"5,600",0.04,CDN,2023-08-30 03:47:19.489821
Sticker | fnx | Antwerp 2022,"9,421",0.04,CDN,2023-08-30 03:47:19.489821
Sticker | nafany | Antwerp 2022,"3,765",0.04,CDN,2023-08-30 03:47:19.489821
Sticker | luken | Antwerp 2022,"2,192",0.04,CDN,2023-08-30 03:47:19.489821
Sticker | MIBR | Antwerp 2022,"19,947",0.04,CDN,2023-08-30 03:47:19.489821
Sticker | Team Liquid | Antwerp 2022,"19,641",0.04,CDN,2023-08-30 03:47:19.489821
Sticker | SENER1 (Glitter) | Antwerp 2022,"1,583",0.04,CDN,2023-08-30 03:47:20.676972
Sticker | boltz | Antwerp 2022,"4,212",0.04,CDN,2023-08-30 03:47:20.676972
Sticker | rigoN (Glitter) | Antwerp 2022,"1,129",0.04,CDN,2023-08-30 03:47:20.676972
Sticker | Heroic | Antwerp 2022,"33,408",0.04,CDN,2023-08-30 03:47:20.676972
Sticker | juanflatroo (Glitter) | Antwerp 2022,"1,186",0.04,CDN,2023-08-30 03:47:20.676972
Sticker | sinnopsyy (Glitter) | Antwerp 2022,"1,361",0.04,CDN,2023-08-30 03:47:20.676972
Sticker | FURIA | Antwerp 2022,"15,064",0.04,CDN,2023-08-30 03:47:20.676972
Sticker | kabal (Glitter) | Antwerp 2022,991,0.04,CDN,2023-08-30 03:47:20.676972
Sticker | misutaaa (Glitter) | Antwerp 2022,"1,326",0.04,CDN,2023-08-30 03:47:20.676972
Sticker | Ax1Le | Antwerp 2022,"2,659",0.04,CDN,2023-08-30 03:47:20.676972
Sticker | Jame | Antwerp 2022,"2,307",0.04,CDN,2023-08-30 03:47:21.877295
Sticker | Tuurtle (Glitter) | Antwerp 2022,"1,654",0.04,CDN,2023-08-30 03:47:21.877295
Sticker | JOTA (Glitter) | Antwerp 2022,"1,178",0.05,CDN,2023-08-30 03:47:21.877295
Sticker | Jerry (Glitter) | Antwerp 2022,"1,359",0.05,CDN,2023-08-30 03:47:21.877295
Sticker | Techno4K (Glitter) | Antwerp 2022,666,0.05,CDN,2023-08-30 03:47:21.877295
Sticker | gxx- (Glitter) | Antwerp 2022,804,0.05,CDN,2023-08-30 03:47:21.877295
Sticker | ZywOo | Antwerp 2022,"5,124",0.05,CDN,2023-08-30 03:47:21.877295
Sticker | Snappi (Glitter) | Antwerp 2022,"1,071",0.05,CDN,2023-08-30 03:47:21.877295
Sticker | KENSi (Glitter) | Antwerp 2022,"1,935",0.05,CDN,2023-08-30 03:47:21.877295
Sticker | chelo (Glitter) | Antwerp 2022,"1,155",0.05,CDN,2023-08-30 03:47:21.877295
Sticker | max | Antwerp 2022,"3,553",0.05,CDN,2023-08-30 03:47:23.582634
Sticker | Plopski (Glitter) | Antwerp 2022,"1,355",0.05,CDN,2023-08-30 03:47:23.582634
Sticker | es3tag (Glitter) | Antwerp 2022,702,0.05,CDN,2023-08-30 03:47:23.582634
Sticker | Norwi (Glitter) | Antwerp 2022,801,0.05,CDN,2023-08-30 03:47:23.582634
Sticker | REZ (Glitter) | Antwerp 2022,832,0.05,CDN,2023-08-30 03:47:23.582634
Sticker | FaZe Clan | Antwerp 2022,"23,860",0.05,CDN,2023-08-30 03:47:23.582634
Sticker | arT | Antwerp 2022,"2,029",0.05,CDN,2023-08-30 03:47:23.582634
Sticker | hampus (Glitter) | Antwerp 2022,"1,208",0.05,CDN,2023-08-30 03:47:23.582634
Sticker | shalfey (Glitter) | Antwerp 2022,790,0.05,CDN,2023-08-30 03:47:23.582634
Sticker | Liazz | Antwerp 2022,"2,881",0.05,CDN,2023-08-30 03:47:23.582634
Sticker | dycha (Glitter) | Antwerp 2022,"1,102",0.05,CDN,2023-08-30 03:47:24.715778
Sticker | Spinx (Glitter) | Antwerp 2022,"1,566",0.05,CDN,2023-08-30 03:47:24.715778
Sticker | hatz (Glitter) | Antwerp 2022,481,0.05,CDN,2023-08-30 03:47:24.715778
Sticker | Magisk (Glitter) | Antwerp 2022,959,0.05,CDN,2023-08-30 03:47:24.715778
Sticker | ins (Glitter) | Antwerp 2022,829,0.05,CDN,2023-08-30 03:47:24.715778
Sticker | tiziaN (Glitter) | Antwerp 2022,884,0.05,CDN,2023-08-30 03:47:24.715778
Sticker | Brollan (Glitter) | Antwerp 2022,575,0.05,CDN,2023-08-30 03:47:24.715778
Sticker | bLitz (Glitter) | Antwerp 2022,627,0.05,CDN,2023-08-30 03:47:24.715778
Sticker | aliStair (Glitter) | Antwerp 2022,706,0.05,CDN,2023-08-30 03:47:24.715778
Sticker | refrezh (Glitter) | Antwerp 2022,824,0.05,CDN,2023-08-30 03:47:24.715778
Sticker | sico (Glitter) | Antwerp 2022,669,0.05,CDN,2023-08-30 03:47:25.833587
Sticker | oSee (Glitter) | Antwerp 2022,560,0.05,CDN,2023-08-30 03:47:25.833587
Sticker | faveN (Glitter) | Antwerp 2022,486,0.06,CDN,2023-08-30 03:47:25.833587
Sticker | roeJ (Glitter) | Antwerp 2022,"1,010",0.06,CDN,2023-08-30 03:47:25.833587
Sticker | Zyphon (Glitter) | Antwerp 2022,573,0.06,CDN,2023-08-30 03:47:25.833587
Sticker | xfl0ud (Glitter) | Antwerp 2022,531,0.06,CDN,2023-08-30 03:47:25.833587
Sticker | Complexity Gaming | Antwerp 2022,"5,854",0.06,CDN,2023-08-30 03:47:25.833587
Sticker | dupreeh (Glitter) | Antwerp 2022,"1,304",0.06,CDN,2023-08-30 03:47:25.833587
Sticker | Krimbo (Glitter) | Antwerp 2022,"1,171",0.06,CDN,2023-08-30 03:47:25.833587
Sticker | gla1ve (Glitter) | Antwerp 2022,"1,195",0.06,CDN,2023-08-30 03:47:25.833587
Sticker | syrsoN (Glitter) | Antwerp 2022,511,0.06,CDN,2023-08-30 03:47:26.954049
Sticker | NAF (Glitter) | Antwerp 2022,477,0.07,CDN,2023-08-30 03:47:26.954049
Sticker | Team Spirit | Antwerp 2022,"11,060",0.07,CDN,2023-08-30 03:47:26.954049
Sticker | FaNg (Glitter) | Antwerp 2022,599,0.07,CDN,2023-08-30 03:47:26.954049
Sticker | Perfecto (Glitter) | Antwerp 2022,553,0.07,CDN,2023-08-30 03:47:26.954049
Sticker | EliGE (Glitter) | Antwerp 2022,658,0.07,CDN,2023-08-30 03:47:26.954049
