Item Name,Listings,Price,Currency,Timestamp
Sealed Graffiti | Recoil PP-Bizon (Monster Purple),7,5.88,CDN,2023-08-30 12:35:44.357484
Sealed Graffiti | Recoil MP7 (Frog Green),12,5.06,CDN,2023-08-30 12:37:12.141701
Sealed Graffiti | Recoil AUG (Dust Brown),9,5.06,CDN,2023-08-30 12:37:12.141701
Sealed Graffiti | Recoil AK-47 (Battle Green),11,5.07,CDN,2023-08-30 12:37:12.141701
Sealed Graffiti | Recoil MP7 (Jungle Green),17,5.1,CDN,2023-08-30 12:37:12.141701
Sealed Graffiti | Recoil SG 553 (Tracer Yellow),14,5.22,CDN,2023-08-30 12:37:12.141701
Sealed Graffiti | Recoil AWP (Dust Brown),27,5.26,CDN,2023-08-30 12:37:12.141701
Sealed Graffiti | Recoil UMP-45 (Blood Red),8,5.25,CDN,2023-08-30 12:37:12.141701
Sealed Graffiti | Recoil MP9 (Violent Violet),9,5.29,CDN,2023-08-30 12:37:12.141701
Sealed Graffiti | Recoil AWP (Cash Green),17,5.33,CDN,2023-08-30 12:37:14.794989
Sealed Graffiti | Recoil UMP-45 (Cash Green),5,5.34,CDN,2023-08-30 12:37:14.794989
Sealed Graffiti | Recoil AWP (SWAT Blue),10,5.34,CDN,2023-08-30 12:37:14.794989
Sealed Graffiti | Recoil AWP (War Pig Pink),24,5.41,CDN,2023-08-30 12:37:14.794989
Sealed Graffiti | Recoil UMP-45 (Desert Amber),5,5.63,CDN,2023-08-30 12:37:14.794989
Sealed Graffiti | Recoil AWP (Wire Blue),11,5.65,CDN,2023-08-30 12:37:14.794989
Sealed Graffiti | Recoil UMP-45 (SWAT Blue),4,5.8,CDN,2023-08-30 12:37:14.794989
Sealed Graffiti | Recoil PP-Bizon (Monster Purple),7,5.88,CDN,2023-08-30 12:37:14.794989
Sealed Graffiti | Recoil AK-47 (Princess Pink),14,5.89,CDN,2023-08-30 12:37:14.794989
Sealed Graffiti | Recoil AWP (Jungle Green),24,5.9,CDN,2023-08-30 12:37:14.794989
Sealed Graffiti | Recoil AK-47 (Shark White),7,5.99,CDN,2023-08-30 12:37:16.996013
Sealed Graffiti | Recoil UMP-45 (Tiger Orange),4,6.0,CDN,2023-08-30 12:37:16.996013
Sealed Graffiti | Recoil UMP-45 (Frog Green),8,6.07,CDN,2023-08-30 12:37:16.996013
Sealed Graffiti | Recoil AWP (Battle Green),14,6.17,CDN,2023-08-30 12:37:16.996013
Sealed Graffiti | Recoil AWP (Violent Violet),17,6.37,CDN,2023-08-30 12:37:16.996013
Sealed Graffiti | Recoil AWP (Tracer Yellow),16,6.6,CDN,2023-08-30 12:37:16.996013
Sealed Graffiti | Recoil AK-47 (Cash Green),4,6.76,CDN,2023-08-30 12:37:16.996013
Sealed Graffiti | Recoil UMP-45 (Shark White),6,6.86,CDN,2023-08-30 12:37:16.996013
Sealed Graffiti | Recoil AK-47 (Blood Red),13,7.02,CDN,2023-08-30 12:37:16.996013
Sealed Graffiti | Recoil AK-47 (Frog Green),11,7.08,CDN,2023-08-30 12:37:16.996013
Sealed Graffiti | Recoil MP7 (Battle Green),12,7.13,CDN,2023-08-30 12:37:18.617359
Sealed Graffiti | Recoil AWP (Frog Green),13,7.26,CDN,2023-08-30 12:37:18.617359
Sealed Graffiti | Recoil MP7 (Tracer Yellow),11,7.89,CDN,2023-08-30 12:37:18.617359
Sealed Graffiti | Recoil UMP-45 (Wire Blue),9,8.1,CDN,2023-08-30 12:37:18.617359
Sealed Graffiti | Recoil UMP-45 (Monster Purple),8,8.17,CDN,2023-08-30 12:37:18.617359
Sealed Graffiti | Recoil UMP-45 (Monarch Blue),6,8.32,CDN,2023-08-30 12:37:18.617359
Sealed Graffiti | Recoil UMP-45 (Princess Pink),11,8.46,CDN,2023-08-30 12:37:18.617359
Sealed Graffiti | Recoil MAC-10 (Jungle Green),6,8.54,CDN,2023-08-30 12:37:18.617359
Sealed Graffiti | Recoil AK-47 (Tracer Yellow),5,8.64,CDN,2023-08-30 12:37:18.617359
Sealed Graffiti | Recoil Galil AR (Battle Green),14,9.56,CDN,2023-08-30 12:37:18.617359
Sealed Graffiti | Recoil AWP (Monster Purple),12,10.07,CDN,2023-08-30 12:37:19.767206
Sealed Graffiti | Recoil AWP (Desert Amber),10,10.27,CDN,2023-08-30 12:37:19.767206
Sealed Graffiti | Recoil AWP (Brick Red),9,10.52,CDN,2023-08-30 12:37:19.767206
Sealed Graffiti | Recoil XM1014 (Violent Violet),5,11.27,CDN,2023-08-30 12:37:19.767206
Sealed Graffiti | Recoil AUG (Wire Blue),7,11.7,CDN,2023-08-30 12:37:19.767206
Sealed Graffiti | Recoil SG 553 (Desert Amber),9,12.0,CDN,2023-08-30 12:37:19.767206
Sealed Graffiti | Recoil UMP-45 (Violent Violet),5,12.79,CDN,2023-08-30 12:37:19.767206
Sealed Graffiti | Recoil AWP (Bazooka Pink),14,13.04,CDN,2023-08-30 12:37:19.767206
Sealed Graffiti | Recoil AK-47 (Dust Brown),24,13.7,CDN,2023-08-30 12:37:19.767206
Sealed Graffiti | Recoil UMP-45 (Brick Red),4,15.56,CDN,2023-08-30 12:37:19.767206
Sealed Graffiti | Recoil Galil AR (Desert Amber),2,23.54,CDN,2023-08-30 12:37:20.878648
Sealed Graffiti | Recoil SG 553 (Tiger Orange),1,27.66,CDN,2023-08-30 12:37:20.878648
Sealed Graffiti | Recoil AWP (Blood Red),6,39.98,CDN,2023-08-30 12:37:20.878648
Sealed Graffiti | Recoil UMP-45 (War Pig Pink),11,55.77,CDN,2023-08-30 12:37:20.878648
Sealed Graffiti | Recoil FAMAS (Tracer Yellow),14,140.42,P,2023-08-31 09:59:55.870849
Sealed Graffiti | Recoil AUG (Tracer Yellow),21,85.70,P,2023-08-31 09:59:55.870849
Sealed Graffiti | Recoil UMP-45 (Monster Purple),8,341.79,P,2023-08-31 09:59:55.870849
Sealed Graffiti | Recoil UMP-45 (Bazooka Pink),11,188.56,P,2023-08-31 09:59:55.870849
Sealed Graffiti | Recoil AWP (Monster Purple),12,423.45,P,2023-08-31 09:59:55.870849
Sealed Graffiti | Recoil FAMAS (Jungle Green),9,115.65,P,2023-08-31 09:59:55.870849
Sealed Graffiti | Recoil M4A1-S (Cash Green),17,103.13,P,2023-08-31 09:59:55.870849
Sealed Graffiti | Recoil M4A1-S (War Pig Pink),15,144.34,P,2023-08-31 09:59:55.870849
Sealed Graffiti | Recoil M4A4 (Desert Amber),21,63.61,P,2023-08-31 09:59:55.870849
Sealed Graffiti | Recoil AUG (Monster Purple),13,62.90,P,2023-08-31 09:59:55.870849
Sealed Graffiti | Recoil SG 553 (Cash Green),14,40.54,P,2023-08-31 10:00:00.669360
Sealed Graffiti | Recoil MP7 (SWAT Blue),17,45.73,P,2023-08-31 10:00:00.669360
Sealed Graffiti | Recoil XM1014 (Shark White),16,47.18,P,2023-08-31 10:00:00.669360
Sealed Graffiti | Recoil MP7 (Wire Blue),12,48.60,P,2023-08-31 10:00:00.669360
Sealed Graffiti | Recoil MP7 (Dust Brown),20,49.68,P,2023-08-31 10:00:00.669360
Sealed Graffiti | Recoil MP7 (Monarch Blue),14,51.46,P,2023-08-31 10:00:00.669360
Sealed Graffiti | Recoil MAC-10 (Brick Red),25,51.46,P,2023-08-31 10:00:00.669360
Sealed Graffiti | Recoil MAC-10 (Dust Brown),18,51.45,P,2023-08-31 10:00:00.669360
Sealed Graffiti | Recoil CZ-75 (Violent Violet),28,52.90,P,2023-08-31 10:00:00.669360
Sealed Graffiti | Recoil MAC-10 (Battle Green),17,52.90,P,2023-08-31 10:00:00.669360
Sealed Graffiti | Recoil P90 (Jungle Green),18,52.91,P,2023-08-31 10:00:02.804036
Sealed Graffiti | Recoil P90 (Shark White),13,53.61,P,2023-08-31 10:00:02.804036
Sealed Graffiti | Recoil MP7 (Violent Violet),15,53.61,P,2023-08-31 10:00:02.804036
Sealed Graffiti | Recoil XM1014 (Monarch Blue),23,53.53,P,2023-08-31 10:00:02.804036
Sealed Graffiti | Recoil SG 553 (Brick Red),28,53.60,P,2023-08-31 10:00:02.804036
Sealed Graffiti | Recoil MP7 (Cash Green),25,54.32,P,2023-08-31 10:00:02.804036
Sealed Graffiti | Recoil AUG (Cash Green),15,52.94,P,2023-08-31 10:00:02.804036
Sealed Graffiti | Recoil Galil AR (Violent Violet),21,55.03,P,2023-08-31 10:00:02.804036
Sealed Graffiti | Recoil P90 (Monster Purple),14,54.90,P,2023-08-31 10:00:02.804036
Sealed Graffiti | Recoil MAC-10 (SWAT Blue),17,55.75,P,2023-08-31 10:00:02.804036
Sealed Graffiti | Recoil MP9 (Desert Amber),23,55.75,P,2023-08-31 10:00:05.501451
Sealed Graffiti | Recoil P90 (Desert Amber),23,55.48,P,2023-08-31 10:00:05.501451
Sealed Graffiti | Recoil MP9 (Brick Red),32,56.47,P,2023-08-31 10:00:05.501451
Sealed Graffiti | Recoil XM1014 (Blood Red),20,56.47,P,2023-08-31 10:00:05.501451
Sealed Graffiti | Recoil Galil AR (Princess Pink),24,56.47,P,2023-08-31 10:00:05.501451
Sealed Graffiti | Recoil PP-Bizon (Dust Brown),20,56.05,P,2023-08-31 10:00:05.501451
Sealed Graffiti | Recoil AUG (Tiger Orange),22,56.20,P,2023-08-31 10:00:05.501451
Sealed Graffiti | Recoil MAC-10 (Tiger Orange),15,56.40,P,2023-08-31 10:00:05.501451
Sealed Graffiti | Recoil AUG (Frog Green),17,56.47,P,2023-08-31 10:00:05.501451
Sealed Graffiti | Recoil FAMAS (Battle Green),16,56.95,P,2023-08-31 10:00:05.501451
Sealed Graffiti | Recoil XM1014 (Desert Amber),9,56.86,P,2023-08-31 10:00:06.593560
Sealed Graffiti | Recoil MP9 (Tiger Orange),12,57.01,P,2023-08-31 10:00:06.593560
Sealed Graffiti | Recoil AUG (Monarch Blue),17,57.52,P,2023-08-31 10:00:06.593560
Sealed Graffiti | Recoil P90 (Frog Green),15,57.33,P,2023-08-31 10:00:06.593560
Sealed Graffiti | Recoil XM1014 (Princess Pink),16,58.60,P,2023-08-31 10:00:06.593560
Sealed Graffiti | Recoil SG 553 (Monster Purple),15,58.39,P,2023-08-31 10:00:06.593560
Sealed Graffiti | Recoil XM1014 (Tracer Yellow),16,59.31,P,2023-08-31 10:00:06.593560
Sealed Graffiti | Recoil MP7 (Monster Purple),31,59.31,P,2023-08-31 10:00:06.593560
Sealed Graffiti | Recoil CZ-75 (Desert Amber),21,59.31,P,2023-08-31 10:00:06.593560
Sealed Graffiti | Recoil M4A4 (Battle Green),16,58.33,P,2023-08-31 10:00:06.593560
Sealed Graffiti | Recoil SG 553 (Princess Pink),17,58.93,P,2023-08-31 10:00:08.219089
Sealed Graffiti | Recoil XM1014 (Frog Green),10,58.93,P,2023-08-31 10:00:08.219089
Sealed Graffiti | Recoil PP-Bizon (Brick Red),17,59.12,P,2023-08-31 10:00:08.219089
Sealed Graffiti | Recoil FAMAS (SWAT Blue),15,59.42,P,2023-08-31 10:00:08.219089
Sealed Graffiti | Recoil XM1014 (Dust Brown),21,60.05,P,2023-08-31 10:00:08.219089
Sealed Graffiti | Recoil SG 553 (Bazooka Pink),14,60.76,P,2023-08-31 10:00:08.219089
Sealed Graffiti | Recoil Galil AR (Bazooka Pink),14,60.76,P,2023-08-31 10:00:08.219089
Sealed Graffiti | Recoil MAC-10 (Wire Blue),13,61.47,P,2023-08-31 10:00:08.219089
Sealed Graffiti | Recoil MAC-10 (Shark White),18,62.18,P,2023-08-31 10:00:08.219089
Sealed Graffiti | Recoil SG 553 (Blood Red),20,62.18,P,2023-08-31 10:00:08.219089
Sealed Graffiti | Recoil MAC-10 (Cash Green),14,62.18,P,2023-08-31 10:00:09.860166
Sealed Graffiti | Recoil AUG (Desert Amber),14,62.18,P,2023-08-31 10:00:09.860166
Sealed Graffiti | Recoil MP7 (Blood Red),13,62.18,P,2023-08-31 10:00:09.860166
Sealed Graffiti | Recoil Galil AR (Monarch Blue),15,61.44,P,2023-08-31 10:00:09.860166
Sealed Graffiti | Recoil SG 553 (Violent Violet),18,61.91,P,2023-08-31 10:00:09.860166
Sealed Graffiti | Recoil CZ-75 (Tracer Yellow),22,62.47,P,2023-08-31 10:00:09.860166
Sealed Graffiti | Recoil AUG (Shark White),16,62.90,P,2023-08-31 10:00:09.860166
Sealed Graffiti | Recoil PP-Bizon (Tracer Yellow),18,62.90,P,2023-08-31 10:00:09.860166
Sealed Graffiti | Recoil PP-Bizon (Bazooka Pink),15,62.90,P,2023-08-31 10:00:09.860166
Sealed Graffiti | Recoil MP9 (Dust Brown),13,62.10,P,2023-08-31 10:00:09.860166
Sealed Graffiti | Recoil FAMAS (Desert Amber),13,62.10,P,2023-08-31 10:00:11.492569
Sealed Graffiti | Recoil CZ-75 (Tiger Orange),24,62.90,P,2023-08-31 10:00:11.492569
Sealed Graffiti | Recoil AUG (Monster Purple),13,62.90,P,2023-08-31 10:00:11.492569
Sealed Graffiti | Recoil CZ-75 (Frog Green),18,62.57,P,2023-08-31 10:00:11.492569
Sealed Graffiti | Recoil FAMAS (Dust Brown),14,62.74,P,2023-08-31 10:00:11.492569
Sealed Graffiti | Recoil Galil AR (SWAT Blue),15,63.61,P,2023-08-31 10:00:11.492569
Sealed Graffiti | Recoil M4A4 (Desert Amber),21,63.61,P,2023-08-31 10:00:11.492569
Sealed Graffiti | Recoil MAC-10 (War Pig Pink),11,63.40,P,2023-08-31 10:00:11.492569
Sealed Graffiti | Recoil P90 (Bazooka Pink),17,64.32,P,2023-08-31 10:00:11.492569
Sealed Graffiti | Recoil Galil AR (Jungle Green),20,64.32,P,2023-08-31 10:00:11.492569
Sealed Graffiti | Recoil Galil AR (Jungle Green),20,64.32,P,2023-08-31 10:00:13.204037
Sealed Graffiti | Recoil P90 (Bazooka Pink),17,64.32,P,2023-08-31 10:00:13.204037
Sealed Graffiti | Recoil AUG (War Pig Pink),19,65.04,P,2023-08-31 10:00:13.204037
Sealed Graffiti | Recoil P90 (Tracer Yellow),11,65.04,P,2023-08-31 10:00:13.204037
Sealed Graffiti | Recoil PP-Bizon (Shark White),12,64.70,P,2023-08-31 10:00:13.204037
Sealed Graffiti | Recoil MAC-10 (Violent Violet),11,65.75,P,2023-08-31 10:00:13.204037
Sealed Graffiti | Recoil FAMAS (Princess Pink),18,65.75,P,2023-08-31 10:00:13.204037
Sealed Graffiti | Recoil PP-Bizon (Tiger Orange),15,65.75,P,2023-08-31 10:00:13.204037
Sealed Graffiti | Recoil M4A4 (Dust Brown),14,65.36,P,2023-08-31 10:00:13.204037
Sealed Graffiti | Recoil XM1014 (Bazooka Pink),15,66.02,P,2023-08-31 10:00:13.204037
Sealed Graffiti | Recoil SG 553 (Frog Green),12,67.90,P,2023-08-31 10:00:15.927581
Sealed Graffiti | Recoil CZ-75 (Monarch Blue),14,67.90,P,2023-08-31 10:00:15.927581
Sealed Graffiti | Recoil M4A4 (Frog Green),17,67.90,P,2023-08-31 10:00:15.927581
Sealed Graffiti | Recoil CZ-75 (Wire Blue),16,67.90,P,2023-08-31 10:00:15.927581
Sealed Graffiti | Recoil M4A4 (Violent Violet),28,67.90,P,2023-08-31 10:00:15.927581
Sealed Graffiti | Recoil PP-Bizon (Blood Red),14,68.61,P,2023-08-31 10:00:15.927581
Sealed Graffiti | Recoil M4A4 (Princess Pink),23,68.61,P,2023-08-31 10:00:15.927581
Sealed Graffiti | Recoil M4A4 (Monster Purple),14,69.34,P,2023-08-31 10:00:15.927581
Sealed Graffiti | Recoil MP7 (Brick Red),11,67.20,P,2023-08-31 10:00:15.927581
Sealed Graffiti | Recoil P90 (Violent Violet),13,69.34,P,2023-08-31 10:00:15.927581
Sealed Graffiti | Recoil CZ-75 (Bazooka Pink),12,69.34,P,2023-08-31 10:00:21.729120
Sealed Graffiti | Recoil P90 (SWAT Blue),12,69.34,P,2023-08-31 10:00:21.729120
Sealed Graffiti | Recoil CZ-75 (Brick Red),13,68.62,P,2023-08-31 10:00:21.729120
Sealed Graffiti | Recoil Galil AR (War Pig Pink),16,69.00,P,2023-08-31 10:00:21.729120
Sealed Graffiti | Recoil AUG (Violent Violet),10,69.66,P,2023-08-31 10:00:21.729120
Sealed Graffiti | Recoil SG 553 (Battle Green),13,69.07,P,2023-08-31 10:00:21.729120
Sealed Graffiti | Recoil Galil AR (Tiger Orange),14,69.15,P,2023-08-31 10:00:21.729120
Sealed Graffiti | Recoil PP-Bizon (Jungle Green),17,69.28,P,2023-08-31 10:00:21.729120
Sealed Graffiti | Recoil AUG (SWAT Blue),11,69.94,P,2023-08-31 10:00:21.729120
Sealed Graffiti | Recoil SG 553 (Dust Brown),14,70.72,P,2023-08-31 10:00:21.729120
Sealed Graffiti | Recoil P90 (Dust Brown),11,70.30,P,2023-08-31 10:00:25.446907
Sealed Graffiti | Recoil Galil AR (Frog Green),13,71.47,P,2023-08-31 10:00:25.446907
Sealed Graffiti | Recoil M4A4 (Shark White),23,70.56,P,2023-08-31 10:00:25.446907
Sealed Graffiti | Recoil CZ-75 (Shark White),17,71.47,P,2023-08-31 10:00:25.446907
Sealed Graffiti | Recoil M4A4 (Tiger Orange),16,71.47,P,2023-08-31 10:00:25.446907
Sealed Graffiti | Recoil FAMAS (Wire Blue),15,71.24,P,2023-08-31 10:00:25.446907
Sealed Graffiti | Recoil M4A1-S (Dust Brown),21,72.18,P,2023-08-31 10:00:25.446907
Sealed Graffiti | Recoil CZ-75 (Battle Green),19,72.91,P,2023-08-31 10:00:25.446907
Sealed Graffiti | Recoil PP-Bizon (Frog Green),11,73.31,P,2023-08-31 10:00:25.446907
Sealed Graffiti | Recoil XM1014 (Tiger Orange),16,72.91,P,2023-08-31 10:00:25.446907
Sealed Graffiti | Recoil CZ-75 (War Pig Pink),19,73.20,P,2023-08-31 10:00:30.179325
Sealed Graffiti | Recoil MP9 (Wire Blue),16,74.34,P,2023-08-31 10:00:30.179325
Sealed Graffiti | Recoil XM1014 (Jungle Green),17,73.31,P,2023-08-31 10:00:30.179325
Sealed Graffiti | Recoil PP-Bizon (SWAT Blue),16,73.86,P,2023-08-31 10:00:30.179325
Sealed Graffiti | Recoil PP-Bizon (Princess Pink),10,74.63,P,2023-08-31 10:00:30.179325
Sealed Graffiti | Recoil Galil AR (Tracer Yellow),14,75.05,P,2023-08-31 10:00:30.179325
Sealed Graffiti | Recoil M4A1-S (Battle Green),19,74.52,P,2023-08-31 10:00:30.179325
Sealed Graffiti | Recoil PP-Bizon (Desert Amber),19,75.76,P,2023-08-31 10:00:30.179325
Sealed Graffiti | Recoil MP9 (Battle Green),12,75.76,P,2023-08-31 10:00:30.179325
Sealed Graffiti | Recoil FAMAS (Monster Purple),22,75.38,P,2023-08-31 10:00:30.179325
Sealed Graffiti | Recoil CZ-75 (Monster Purple),10,76.47,P,2023-08-31 10:00:35.003279
Sealed Graffiti | Recoil Galil AR (Dust Brown),12,77.90,P,2023-08-31 10:00:35.003279
Sealed Graffiti | Recoil SG 553 (War Pig Pink),13,78.62,P,2023-08-31 10:00:35.003279
Sealed Graffiti | Recoil AUG (Jungle Green),16,78.62,P,2023-08-31 10:00:35.003279
Sealed Graffiti | Recoil M4A4 (SWAT Blue),20,77.78,P,2023-08-31 10:00:35.003279
Sealed Graffiti | Recoil FAMAS (Cash Green),16,77.78,P,2023-08-31 10:00:35.003279
Sealed Graffiti | Recoil P90 (Brick Red),22,78.44,P,2023-08-31 10:00:35.003279
Sealed Graffiti | Recoil FAMAS (Bazooka Pink),15,79.08,P,2023-08-31 10:00:35.003279
Sealed Graffiti | Recoil P90 (Blood Red),11,80.16,P,2023-08-31 10:00:35.003279
Sealed Graffiti | Recoil MAC-10 (Princess Pink),14,81.48,P,2023-08-31 10:00:35.003279
Sealed Graffiti | Recoil Galil AR (Wire Blue),11,81.48,P,2023-08-31 10:00:36.099568
Sealed Graffiti | Recoil Galil AR (Brick Red),23,80.77,P,2023-08-31 10:00:36.099568
Sealed Graffiti | Recoil CZ-75 (Cash Green),11,80.36,P,2023-08-31 10:00:36.099568
Sealed Graffiti | Recoil MP9 (Jungle Green),14,82.36,P,2023-08-31 10:00:36.099568
Sealed Graffiti | Recoil M4A4 (Tracer Yellow),35,83.00,P,2023-08-31 10:00:36.099568
Sealed Graffiti | Recoil MAC-10 (Frog Green),18,83.00,P,2023-08-31 10:00:36.099568
Sealed Graffiti | Recoil SG 553 (Jungle Green),15,83.05,P,2023-08-31 10:00:36.099568
Sealed Graffiti | Recoil MP9 (Bazooka Pink),11,84.34,P,2023-08-31 10:00:36.099568
Sealed Graffiti | Recoil P90 (Tiger Orange),20,83.84,P,2023-08-31 10:00:36.099568
Sealed Graffiti | Recoil MP9 (Blood Red),14,85.05,P,2023-08-31 10:00:36.099568
Sealed Graffiti | Recoil FAMAS (Monarch Blue),12,85.34,P,2023-08-31 10:00:38.309510
Sealed Graffiti | Recoil MP9 (Monarch Blue),17,84.96,P,2023-08-31 10:00:38.309510
Sealed Graffiti | Recoil Galil AR (Cash Green),13,86.49,P,2023-08-31 10:00:38.309510
Sealed Graffiti | Recoil FAMAS (Brick Red),12,86.49,P,2023-08-31 10:00:38.309510
Sealed Graffiti | Recoil AUG (Bazooka Pink),8,85.02,P,2023-08-31 10:00:38.309510
Sealed Graffiti | Recoil M4A4 (Blood Red),28,86.05,P,2023-08-31 10:00:38.309510
Sealed Graffiti | Recoil MP9 (SWAT Blue),23,87.20,P,2023-08-31 10:00:38.309510
Sealed Graffiti | Recoil AUG (Tracer Yellow),21,85.70,P,2023-08-31 10:00:38.309510
Sealed Graffiti | Recoil PP-Bizon (War Pig Pink),14,87.58,P,2023-08-31 10:00:38.309510
Sealed Graffiti | Recoil MP7 (Bazooka Pink),15,89.21,P,2023-08-31 10:00:38.309510
Sealed Graffiti | Recoil AUG (Battle Green),13,90.86,P,2023-08-31 10:01:09.015997
Sealed Graffiti | Recoil P90 (Princess Pink),13,92.20,P,2023-08-31 10:01:09.015997
Sealed Graffiti | Recoil M4A1-S (Princess Pink),13,91.91,P,2023-08-31 10:01:09.015997
Sealed Graffiti | Recoil AUG (Blood Red),18,92.15,P,2023-08-31 10:01:09.015997
Sealed Graffiti | Recoil FAMAS (Tiger Orange),12,92.81,P,2023-08-31 10:01:09.015997
Sealed Graffiti | Recoil M4A1-S (Jungle Green),22,93.30,P,2023-08-31 10:01:09.015997
Sealed Graffiti | Recoil M4A4 (Jungle Green),19,93.69,P,2023-08-31 10:01:09.015997
Sealed Graffiti | Recoil SG 553 (Wire Blue),16,97.21,P,2023-08-31 10:01:09.015997
Sealed Graffiti | Recoil MAC-10 (Monster Purple),8,97.32,P,2023-08-31 10:01:09.015997
Sealed Graffiti | Recoil MAC-10 (Monarch Blue),15,97.92,P,2023-08-31 10:01:09.015997
Sealed Graffiti | Recoil M4A4 (War Pig Pink),12,96.73,P,2023-08-31 10:01:10.751485
Sealed Graffiti | Recoil M4A1-S (Frog Green),11,98.63,P,2023-08-31 10:01:10.751485
Sealed Graffiti | Recoil MAC-10 (Blood Red),18,98.04,P,2023-08-31 10:01:10.751485
Sealed Graffiti | Recoil Galil AR (Monster Purple),14,98.04,P,2023-08-31 10:01:10.751485
Sealed Graffiti | Recoil MP9 (Shark White),15,99.36,P,2023-08-31 10:01:10.751485
Sealed Graffiti | Recoil M4A1-S (Tracer Yellow),23,100.17,P,2023-08-31 10:01:10.751485
Sealed Graffiti | Recoil MP9 (Cash Green),15,101.50,P,2023-08-31 10:01:10.751485
Sealed Graffiti | Recoil MP7 (Tiger Orange),14,103.64,P,2023-08-31 10:01:10.751485
Sealed Graffiti | Recoil FAMAS (Frog Green),14,102.62,P,2023-08-31 10:01:10.751485
Sealed Graffiti | Recoil XM1014 (Monster Purple),9,103.28,P,2023-08-31 10:01:10.751485
Sealed Graffiti | Recoil P90 (Monarch Blue),13,105.06,P,2023-08-31 10:01:14.016185
Sealed Graffiti | Recoil M4A1-S (Cash Green),17,103.13,P,2023-08-31 10:01:14.016185
Sealed Graffiti | Recoil M4A1-S (Desert Amber),16,105.23,P,2023-08-31 10:01:14.016185
Sealed Graffiti | Recoil M4A1-S (Monster Purple),19,108.07,P,2023-08-31 10:01:14.016185
Sealed Graffiti | Recoil MP7 (Shark White),12,109.30,P,2023-08-31 10:01:14.016185
Sealed Graffiti | Recoil M4A1-S (SWAT Blue),12,109.15,P,2023-08-31 10:01:14.016185
Sealed Graffiti | Recoil XM1014 (Cash Green),24,110.79,P,2023-08-31 10:01:14.016185
Sealed Graffiti | Recoil MP9 (War Pig Pink),16,110.79,P,2023-08-31 10:01:14.016185
Sealed Graffiti | Recoil MAC-10 (Desert Amber),10,109.80,P,2023-08-31 10:01:14.016185
Sealed Graffiti | Recoil FAMAS (War Pig Pink),13,109.80,P,2023-08-31 10:01:14.016185
Sealed Graffiti | Recoil XM1014 (SWAT Blue),33,112.21,P,2023-08-31 10:01:17.701742
Sealed Graffiti | Recoil CZ-75 (Blood Red),15,112.21,P,2023-08-31 10:01:17.701742
Sealed Graffiti | Recoil FAMAS (Violent Violet),9,111.50,P,2023-08-31 10:01:17.701742
Sealed Graffiti | Recoil MP9 (Princess Pink),9,111.78,P,2023-08-31 10:01:17.701742
Sealed Graffiti | Recoil XM1014 (Brick Red),23,114.36,P,2023-08-31 10:01:17.701742
Sealed Graffiti | Recoil M4A1-S (Blood Red),22,114.36,P,2023-08-31 10:01:17.701742
Sealed Graffiti | Recoil M4A1-S (Brick Red),16,114.36,P,2023-08-31 10:01:17.701742
Sealed Graffiti | Recoil M4A1-S (Tiger Orange),10,113.73,P,2023-08-31 10:01:17.701742
Sealed Graffiti | Recoil PP-Bizon (Violent Violet),11,115.04,P,2023-08-31 10:01:17.701742
Sealed Graffiti | Recoil MP9 (Frog Green),15,117.22,P,2023-08-31 10:01:17.701742
Sealed Graffiti | Recoil MAC-10 (Tracer Yellow),17,116.33,P,2023-08-31 10:01:19.391752
Sealed Graffiti | Recoil FAMAS (Jungle Green),9,115.65,P,2023-08-31 10:01:19.391752
Sealed Graffiti | Recoil SG 553 (Monarch Blue),14,117.65,P,2023-08-31 10:01:19.391752
Sealed Graffiti | Recoil PP-Bizon (Battle Green),9,117.65,P,2023-08-31 10:01:19.391752
Sealed Graffiti | Recoil P90 (Cash Green),7,119.37,P,2023-08-31 10:01:19.391752
Sealed Graffiti | Recoil M4A4 (Monarch Blue),12,119.69,P,2023-08-31 10:01:19.391752
Sealed Graffiti | Recoil M4A1-S (Bazooka Pink),14,118.30,P,2023-08-31 10:01:19.391752
Sealed Graffiti | Recoil SG 553 (SWAT Blue),17,122.56,P,2023-08-31 10:01:19.391752
Sealed Graffiti | Recoil M4A4 (Cash Green),17,122.84,P,2023-08-31 10:01:19.391752
Sealed Graffiti | Recoil P90 (Wire Blue),7,125.08,P,2023-08-31 10:01:19.391752
Sealed Graffiti | Recoil CZ-75 (Jungle Green),9,126.15,P,2023-08-31 10:01:23.154945
Sealed Graffiti | Recoil MP9 (Monster Purple),13,127.94,P,2023-08-31 10:01:23.154945
Sealed Graffiti | Recoil CZ-75 (SWAT Blue),13,130.80,P,2023-08-31 10:01:23.154945
Sealed Graffiti | Recoil XM1014 (Battle Green),21,134.64,P,2023-08-31 10:01:23.154945
Sealed Graffiti | Recoil CZ-75 (Princess Pink),8,136.19,P,2023-08-31 10:01:23.154945
Sealed Graffiti | Recoil M4A1-S (Wire Blue),14,136.92,P,2023-08-31 10:01:23.154945
Sealed Graffiti | Recoil XM1014 (Wire Blue),6,139.03,P,2023-08-31 10:01:23.154945
Sealed Graffiti | Recoil MAC-10 (Bazooka Pink),13,137.25,P,2023-08-31 10:01:23.154945
Sealed Graffiti | Recoil FAMAS (Tracer Yellow),14,140.42,P,2023-08-31 10:01:23.154945
