Item Name,Listings,Price,Currency,Timestamp
Sealed Graffiti | Question Mark (Violent Violet),35,0.37,CDN,2023-08-28 02:36:28.108681
Sealed Graffiti | Dizzy (Dust Brown),96,0.16,CDN,2023-08-28 13:16:39.531459
Sealed Graffiti | 200 IQ (Violent Violet),111,0.16,CDN,2023-08-28 13:16:39.531459
Sealed Graffiti | 200 IQ (Violent Violet),111,0.16,CDN,2023-08-28 13:16:42.722348
Sealed Graffiti | Denied (Blood Red),93,0.16,CDN,2023-08-28 13:16:42.722348
Sealed Graffiti | Dizzy (Battle Green),105,0.16,CDN,2023-08-28 13:16:42.722348
Sealed Graffiti | NT (Princess Pink),43,0.16,CDN,2023-08-28 13:16:42.722348
Sealed Graffiti | Dead Now (Jungle Green),127,0.16,CDN,2023-08-28 13:16:42.722348
Sealed Graffiti | Oops (Jungle Green),134,0.16,CDN,2023-08-28 13:16:42.722348
Sealed Graffiti | Dizzy (Tiger Orange),77,0.16,CDN,2023-08-28 13:16:42.722348
Sealed Graffiti | Little EZ (Violent Violet),55,0.16,CDN,2023-08-28 13:16:42.722348
Sealed Graffiti | NT (War Pig Pink),90,0.16,CDN,2023-08-28 13:16:42.722348
Sealed Graffiti | Dizzy (Brick Red),45,0.16,CDN,2023-08-28 13:16:42.722348
Sealed Graffiti | Little EZ (Bazooka Pink),43,0.16,CDN,2023-08-28 13:16:44.330760
Sealed Graffiti | Dead Now (Violent Violet),145,0.16,CDN,2023-08-28 13:16:44.330760
Sealed Graffiti | Smooch (Bazooka Pink),92,0.17,CDN,2023-08-28 13:16:44.330760
Sealed Graffiti | Dizzy (Princess Pink),38,0.17,CDN,2023-08-28 13:16:44.330760
Sealed Graffiti | Little EZ (Brick Red),70,0.17,CDN,2023-08-28 13:16:44.330760
Sealed Graffiti | 200 IQ (Monarch Blue),82,0.17,CDN,2023-08-28 13:16:44.330760
Sealed Graffiti | Dizzy (Wire Blue),47,0.17,CDN,2023-08-28 13:16:44.330760
Sealed Graffiti | Oops (Tiger Orange),75,0.17,CDN,2023-08-28 13:16:44.330760
Sealed Graffiti | Dead Now (Tracer Yellow),83,0.17,CDN,2023-08-28 13:16:44.330760
Sealed Graffiti | Oops (Wire Blue),74,0.18,CDN,2023-08-28 13:16:44.330760
Sealed Graffiti | Smooch (Monster Purple),21,0.18,CDN,2023-08-28 13:16:45.949312
Sealed Graffiti | Little EZ (Tracer Yellow),43,0.18,CDN,2023-08-28 13:16:45.949312
Sealed Graffiti | Oops (War Pig Pink),61,0.18,CDN,2023-08-28 13:16:45.949312
Sealed Graffiti | Oops (Shark White),85,0.18,CDN,2023-08-28 13:16:45.949312
Sealed Graffiti | Denied (Shark White),70,0.18,CDN,2023-08-28 13:16:45.949312
Sealed Graffiti | 200 IQ (Bazooka Pink),53,0.18,CDN,2023-08-28 13:16:45.949312
Sealed Graffiti | Dizzy (SWAT Blue),28,0.19,CDN,2023-08-28 13:16:45.949312
Sealed Graffiti | Smooch (Tracer Yellow),56,0.19,CDN,2023-08-28 13:16:45.949312
Sealed Graffiti | NT (Violent Violet),76,0.19,CDN,2023-08-28 13:16:45.949312
Sealed Graffiti | NT (Jungle Green),73,0.19,CDN,2023-08-28 13:16:45.949312
Sealed Graffiti | Puke (Tiger Orange),49,0.19,CDN,2023-08-28 13:16:47.051675
Sealed Graffiti | Oops (Violent Violet),84,0.19,CDN,2023-08-28 13:16:47.051675
Sealed Graffiti | Uh Oh (Shark White),108,0.19,CDN,2023-08-28 13:16:47.051675
Sealed Graffiti | NT (Shark White),67,0.2,CDN,2023-08-28 13:16:47.051675
Sealed Graffiti | Oops (Tracer Yellow),42,0.2,CDN,2023-08-28 13:16:47.051675
Sealed Graffiti | Dead Now (War Pig Pink),87,0.2,CDN,2023-08-28 13:16:47.051675
Sealed Graffiti | Dead Now (Monster Purple),96,0.2,CDN,2023-08-28 13:16:47.051675
Sealed Graffiti | 200 IQ (Tracer Yellow),42,0.2,CDN,2023-08-28 13:16:47.051675
Sealed Graffiti | Puke (War Pig Pink),49,0.21,CDN,2023-08-28 13:16:47.051675
Sealed Graffiti | Little EZ (War Pig Pink),34,0.21,CDN,2023-08-28 13:16:47.051675
Sealed Graffiti | 200 IQ (Shark White),94,0.21,CDN,2023-08-28 13:16:49.181577
Sealed Graffiti | Puke (Dust Brown),182,0.21,CDN,2023-08-28 13:16:49.181577
Sealed Graffiti | Puke (SWAT Blue),79,0.21,CDN,2023-08-28 13:16:49.181577
Sealed Graffiti | Choke (Dust Brown),54,0.23,CDN,2023-08-28 13:16:49.181577
Sealed Graffiti | Little EZ (Shark White),76,0.23,CDN,2023-08-28 13:16:49.181577
Sealed Graffiti | NT (Monster Purple),34,0.23,CDN,2023-08-28 13:16:49.181577
Sealed Graffiti | Dizzy (Bazooka Pink),61,0.24,CDN,2023-08-28 13:16:49.181577
Sealed Graffiti | 1G (SWAT Blue),195,0.24,CDN,2023-08-28 13:16:49.181577
Sealed Graffiti | Puke (Desert Amber),107,0.24,CDN,2023-08-28 13:16:49.181577
Sealed Graffiti | Dizzy (War Pig Pink),32,0.24,CDN,2023-08-28 13:16:49.181577
Sealed Graffiti | NT (Bazooka Pink),32,0.24,CDN,2023-08-28 13:16:50.898384
Sealed Graffiti | Dizzy (Blood Red),39,0.25,CDN,2023-08-28 13:16:50.898384
Sealed Graffiti | Puke (Monarch Blue),58,0.25,CDN,2023-08-28 13:16:50.898384
Sealed Graffiti | Oops (SWAT Blue),66,0.25,CDN,2023-08-28 13:16:50.898384
Sealed Graffiti | Fart (Monarch Blue),90,0.25,CDN,2023-08-28 13:16:50.898384
Sealed Graffiti | Choke (Tiger Orange),50,0.26,CDN,2023-08-28 13:16:50.898384
Sealed Graffiti | Dizzy (Violent Violet),33,0.26,CDN,2023-08-28 13:16:50.898384
Sealed Graffiti | Dizzy (Monster Purple),30,0.26,CDN,2023-08-28 13:16:50.898384
Sealed Graffiti | Choke (Desert Amber),31,0.26,CDN,2023-08-28 13:16:50.898384
Sealed Graffiti | Puke (Wire Blue),75,0.26,CDN,2023-08-28 13:16:50.898384
Sealed Graffiti | Fart (Violent Violet),68,0.27,CDN,2023-08-28 13:16:51.996836
Sealed Graffiti | Fart (War Pig Pink),39,0.27,CDN,2023-08-28 13:16:51.996836
Sealed Graffiti | Choke (Wire Blue),67,0.27,CDN,2023-08-28 13:16:51.996836
Sealed Graffiti | Dizzy (Shark White),26,0.27,CDN,2023-08-28 13:16:51.996836
Sealed Graffiti | Puke (Frog Green),47,0.27,CDN,2023-08-28 13:16:51.996836
Sealed Graffiti | Smooch (Princess Pink),65,0.27,CDN,2023-08-28 13:16:51.996836
Sealed Graffiti | 1G (Monster Purple),58,0.28,CDN,2023-08-28 13:16:51.996836
Sealed Graffiti | Oops (Princess Pink),41,0.28,CDN,2023-08-28 13:16:51.996836
Sealed Graffiti | Fart (Desert Amber),105,0.28,CDN,2023-08-28 13:16:51.996836
Sealed Graffiti | Question Mark (Cash Green),23,0.28,CDN,2023-08-28 13:16:51.996836
Sealed Graffiti | Question Mark (Brick Red),39,0.28,CDN,2023-08-28 13:16:53.084938
Sealed Graffiti | Fart (Tiger Orange),69,0.28,CDN,2023-08-28 13:16:53.084938
Sealed Graffiti | Fart (SWAT Blue),80,0.28,CDN,2023-08-28 13:16:53.084938
Sealed Graffiti | Choke (Battle Green),33,0.28,CDN,2023-08-28 13:16:53.084938
Sealed Graffiti | Little EZ (Blood Red),45,0.28,CDN,2023-08-28 13:16:53.084938
Sealed Graffiti | Puke (Princess Pink),91,0.28,CDN,2023-08-28 13:16:53.084938
Sealed Graffiti | Puke (Cash Green),82,0.29,CDN,2023-08-28 13:16:53.084938
Sealed Graffiti | Fart (Wire Blue),67,0.29,CDN,2023-08-28 13:16:53.084938
Sealed Graffiti | Fart (Tracer Yellow),63,0.29,CDN,2023-08-28 13:16:53.084938
Sealed Graffiti | Choke (Frog Green),40,0.29,CDN,2023-08-28 13:16:53.084938
Sealed Graffiti | Fart (Monster Purple),65,0.29,CDN,2023-08-28 13:16:54.694023
Sealed Graffiti | Choke (Monarch Blue),48,0.29,CDN,2023-08-28 13:16:54.694023
Sealed Graffiti | Dead Now (Blood Red),75,0.29,CDN,2023-08-28 13:16:54.694023
Sealed Graffiti | Fart (Frog Green),51,0.29,CDN,2023-08-28 13:16:54.694023
Sealed Graffiti | Oops (Monster Purple),34,0.29,CDN,2023-08-28 13:16:54.694023
Sealed Graffiti | Fart (Cash Green),82,0.29,CDN,2023-08-28 13:16:54.694023
Sealed Graffiti | Puke (Battle Green),40,0.3,CDN,2023-08-28 13:16:54.694023
Sealed Graffiti | Fart (Brick Red),56,0.3,CDN,2023-08-28 13:16:54.694023
Sealed Graffiti | Puke (Tracer Yellow),49,0.3,CDN,2023-08-28 13:16:54.694023
Sealed Graffiti | Question Mark (SWAT Blue),32,0.3,CDN,2023-08-28 13:16:54.694023
Sealed Graffiti | Puke (Violent Violet),81,0.3,CDN,2023-08-28 13:16:55.790091
Sealed Graffiti | Choke (Violent Violet),40,0.3,CDN,2023-08-28 13:16:55.790091
Sealed Graffiti | Question Mark (Dust Brown),51,0.31,CDN,2023-08-28 13:16:55.790091
Sealed Graffiti | Fart (Blood Red),59,0.31,CDN,2023-08-28 13:16:55.790091
Sealed Graffiti | Puke (Blood Red),34,0.31,CDN,2023-08-28 13:16:55.790091
Sealed Graffiti | Choke (Jungle Green),38,0.31,CDN,2023-08-28 13:16:55.790091
Sealed Graffiti | NT (Brick Red),30,0.31,CDN,2023-08-28 13:16:55.790091
Sealed Graffiti | Puke (Brick Red),62,0.31,CDN,2023-08-28 13:16:55.790091
Sealed Graffiti | Fart (Princess Pink),79,0.31,CDN,2023-08-28 13:16:55.790091
Sealed Graffiti | Puke (Shark White),55,0.31,CDN,2023-08-28 13:16:55.790091
Sealed Graffiti | Choke (SWAT Blue),26,0.31,CDN,2023-08-28 13:16:57.411527
Sealed Graffiti | Choke (Brick Red),26,0.31,CDN,2023-08-28 13:16:57.412525
Sealed Graffiti | Question Mark (Monarch Blue),44,0.32,CDN,2023-08-28 13:16:57.412525
Sealed Graffiti | 1G (Battle Green),112,0.32,CDN,2023-08-28 13:16:57.412525
Sealed Graffiti | Fart (Dust Brown),125,0.32,CDN,2023-08-28 13:16:57.412525
Sealed Graffiti | Oops (Bazooka Pink),25,0.34,CDN,2023-08-28 13:16:57.412525
Sealed Graffiti | Question Mark (Desert Amber),48,0.34,CDN,2023-08-28 13:16:57.412525
Sealed Graffiti | Question Mark (Frog Green),19,0.34,CDN,2023-08-28 13:16:57.412525
Sealed Graffiti | Fart (Shark White),45,0.34,CDN,2023-08-28 13:16:57.412525
Sealed Graffiti | Oops (Brick Red),28,0.34,CDN,2023-08-28 13:16:57.412525
Sealed Graffiti | Puke (Bazooka Pink),34,0.34,CDN,2023-08-28 13:16:58.507921
Sealed Graffiti | Question Mark (Violent Violet),37,0.34,CDN,2023-08-28 13:16:58.507921
Sealed Graffiti | Puke (Jungle Green),31,0.34,CDN,2023-08-28 13:16:58.507921
Sealed Graffiti | Question Mark (Monster Purple),48,0.34,CDN,2023-08-28 13:16:58.507921
Sealed Graffiti | Puke (Monster Purple),74,0.35,CDN,2023-08-28 13:16:58.507921
Sealed Graffiti | Question Mark (Princess Pink),35,0.35,CDN,2023-08-28 13:16:58.507921
Sealed Graffiti | Question Mark (Wire Blue),38,0.35,CDN,2023-08-28 13:16:58.507921
Sealed Graffiti | Choke (Cash Green),70,0.35,CDN,2023-08-28 13:16:58.507921
Sealed Graffiti | NT (Blood Red),45,0.35,CDN,2023-08-28 13:16:58.507921
Sealed Graffiti | Question Mark (Tiger Orange),27,0.37,CDN,2023-08-28 13:16:58.507921
Sealed Graffiti | Question Mark (Battle Green),35,0.37,CDN,2023-08-28 13:16:59.609518
Sealed Graffiti | Choke (War Pig Pink),33,0.37,CDN,2023-08-28 13:16:59.609518
Sealed Graffiti | Dizzy (Monarch Blue),10,0.37,CDN,2023-08-28 13:16:59.609518
Sealed Graffiti | Question Mark (Jungle Green),46,0.37,CDN,2023-08-28 13:16:59.609518
Sealed Graffiti | Choke (Tracer Yellow),62,0.37,CDN,2023-08-28 13:16:59.609518
Sealed Graffiti | 200 IQ (Blood Red),23,0.4,CDN,2023-08-28 13:16:59.609518
Sealed Graffiti | Question Mark (Tracer Yellow),16,0.41,CDN,2023-08-28 13:16:59.609518
Sealed Graffiti | Dizzy (Tracer Yellow),23,0.41,CDN,2023-08-28 13:16:59.609518
Sealed Graffiti | Question Mark (War Pig Pink),27,0.41,CDN,2023-08-28 13:16:59.609518
Sealed Graffiti | Choke (Bazooka Pink),35,0.43,CDN,2023-08-28 13:16:59.609518
Sealed Graffiti | Choke (Princess Pink),16,0.43,CDN,2023-08-28 13:17:00.762031
Sealed Graffiti | Question Mark (Bazooka Pink),17,0.43,CDN,2023-08-28 13:17:00.762031
Sealed Graffiti | Fart (Jungle Green),37,0.49,CDN,2023-08-28 13:17:00.762031
Sealed Graffiti | Question Mark (Blood Red),22,0.51,CDN,2023-08-28 13:17:00.762031
Sealed Graffiti | Choke (Shark White),37,0.51,CDN,2023-08-28 13:17:00.762031
Sealed Graffiti | Fart (Bazooka Pink),58,0.51,CDN,2023-08-28 13:17:00.762031
Sealed Graffiti | Dead Now (Shark White),56,0.52,CDN,2023-08-28 13:17:00.762031
Sealed Graffiti | Choke (Monster Purple),35,0.52,CDN,2023-08-28 13:17:00.762031
Sealed Graffiti | Oops (Blood Red),38,0.57,CDN,2023-08-28 13:17:00.762031
Sealed Graffiti | Fart (Battle Green),64,0.59,CDN,2023-08-28 13:17:00.762031
Sealed Graffiti | Smarmy (Tiger Orange),39,0.59,CDN,2023-08-28 13:17:01.890820
Sealed Graffiti | Smarmy (Brick Red),34,0.61,CDN,2023-08-28 13:17:01.890820
Sealed Graffiti | Smarmy (Violent Violet),42,0.61,CDN,2023-08-28 13:17:01.890820
Sealed Graffiti | Smarmy (Jungle Green),58,0.61,CDN,2023-08-28 13:17:01.890820
Sealed Graffiti | Smarmy (Frog Green),25,0.62,CDN,2023-08-28 13:17:01.890820
Sealed Graffiti | Smarmy (Dust Brown),39,0.62,CDN,2023-08-28 13:17:01.890820
Sealed Graffiti | Smarmy (Desert Amber),42,0.62,CDN,2023-08-28 13:17:01.890820
Sealed Graffiti | Choke (Blood Red),50,0.63,CDN,2023-08-28 13:17:01.890820
Sealed Graffiti | Smarmy (War Pig Pink),38,0.63,CDN,2023-08-28 13:17:01.890820
Sealed Graffiti | Smarmy (Wire Blue),23,0.64,CDN,2023-08-28 13:17:01.890820
Sealed Graffiti | Smarmy (Battle Green),40,0.64,CDN,2023-08-28 13:17:03.080121
Sealed Graffiti | Smarmy (Cash Green),37,0.65,CDN,2023-08-28 13:17:03.080121
Sealed Graffiti | Smarmy (Tracer Yellow),64,0.71,CDN,2023-08-28 13:17:03.080121
Sealed Graffiti | Smarmy (Princess Pink),26,0.72,CDN,2023-08-28 13:17:03.080121
Sealed Graffiti | Smarmy (Bazooka Pink),28,0.75,CDN,2023-08-28 13:17:03.080121
Sealed Graffiti | Smarmy (Monster Purple),69,0.77,CDN,2023-08-28 13:17:03.080121
Sealed Graffiti | Smarmy (Blood Red),29,0.81,CDN,2023-08-28 13:17:03.080121
Sealed Graffiti | Smarmy (Monarch Blue),26,0.83,CDN,2023-08-28 13:17:03.080121
Sealed Graffiti | Question Mark (Shark White),34,0.85,CDN,2023-08-28 13:17:03.080121
Sealed Graffiti | Rly (Blood Red),13,0.93,CDN,2023-08-28 13:17:03.080121
Sealed Graffiti | 1G (Tiger Orange),226,1.01,CDN,2023-08-28 13:17:04.183628
Sealed Graffiti | Smarmy (SWAT Blue),37,1.03,CDN,2023-08-28 13:17:04.183628
Sealed Graffiti | Smarmy (Shark White),42,1.52,CDN,2023-08-28 13:17:04.183628
Sealed Graffiti | 1G (Desert Amber),82,0.14,CDN,2023-08-29 00:17:16.550690
Sealed Graffiti | Choke (SWAT Blue),26,0.31,CDN,2023-08-29 00:17:16.550690
Sealed Graffiti | Uh Oh (Wire Blue),98,0.1,CDN,2023-08-29 00:17:16.550690
Sealed Graffiti | 200 IQ (Bazooka Pink),54,0.18,CDN,2023-08-29 00:17:16.550690
Sealed Graffiti | NT (Monster Purple),34,0.23,CDN,2023-08-29 00:17:16.550690
Sealed Graffiti | Okay (Bazooka Pink),71,0.11,CDN,2023-08-29 00:17:16.550690
Sealed Graffiti | Rly (Jungle Green),211,0.12,CDN,2023-08-29 00:17:16.550690
Sealed Graffiti | Little EZ (War Pig Pink),34,0.21,CDN,2023-08-29 00:17:16.550690
Sealed Graffiti | Rly (Monarch Blue),105,0.13,CDN,2023-08-29 00:17:16.550690
Sealed Graffiti | Rly (Tracer Yellow),146,0.12,CDN,2023-08-29 00:17:16.550690
Sealed Graffiti | Uh Oh (Jungle Green),164,0.1,CDN,2023-08-29 00:17:17.651999
Sealed Graffiti | Denied (Cash Green),184,0.1,CDN,2023-08-29 00:17:17.651999
Sealed Graffiti | Uh Oh (Brick Red),195,0.1,CDN,2023-08-29 00:17:17.651999
Sealed Graffiti | Uh Oh (Dust Brown),218,0.1,CDN,2023-08-29 00:17:17.651999
Sealed Graffiti | Uh Oh (Frog Green),191,0.1,CDN,2023-08-29 00:17:17.651999
Sealed Graffiti | Uh Oh (Cash Green),185,0.1,CDN,2023-08-29 00:17:17.651999
Sealed Graffiti | 1G (Dust Brown),481,0.1,CDN,2023-08-29 00:17:17.651999
Sealed Graffiti | Denied (War Pig Pink),159,0.1,CDN,2023-08-29 00:17:17.651999
Sealed Graffiti | 1G (Frog Green),216,0.1,CDN,2023-08-29 00:17:17.651999
Sealed Graffiti | Uh Oh (SWAT Blue),155,0.1,CDN,2023-08-29 00:17:17.651999
Sealed Graffiti | Uh Oh (Desert Amber),428,0.1,CDN,2023-08-29 00:17:19.270455
Sealed Graffiti | Uh Oh (Wire Blue),98,0.1,CDN,2023-08-29 00:17:19.270455
Sealed Graffiti | Denied (Dust Brown),107,0.1,CDN,2023-08-29 00:17:19.270455
Sealed Graffiti | Okay (Jungle Green),153,0.1,CDN,2023-08-29 00:17:19.270455
Sealed Graffiti | Okay (Dust Brown),142,0.1,CDN,2023-08-29 00:17:19.270455
Sealed Graffiti | Rly (Desert Amber),182,0.1,CDN,2023-08-29 00:17:19.270455
Sealed Graffiti | Denied (Wire Blue),283,0.1,CDN,2023-08-29 00:17:19.270455
Sealed Graffiti | Uh Oh (Battle Green),245,0.1,CDN,2023-08-29 00:17:19.270455
Sealed Graffiti | Denied (SWAT Blue),147,0.1,CDN,2023-08-29 00:17:19.270455
Sealed Graffiti | Uh Oh (Bazooka Pink),91,0.1,CDN,2023-08-29 00:17:19.270455
Sealed Graffiti | Okay (Desert Amber),180,0.1,CDN,2023-08-29 00:17:20.377104
Sealed Graffiti | Okay (Monarch Blue),140,0.1,CDN,2023-08-29 00:17:20.377104
Sealed Graffiti | Denied (Jungle Green),211,0.1,CDN,2023-08-29 00:17:20.377104
Sealed Graffiti | 1G (Jungle Green),269,0.1,CDN,2023-08-29 00:17:20.377104
Sealed Graffiti | Okay (Cash Green),95,0.1,CDN,2023-08-29 00:17:20.377104
Sealed Graffiti | Okay (SWAT Blue),99,0.1,CDN,2023-08-29 00:17:20.377104
Sealed Graffiti | Little EZ (Dust Brown),177,0.1,CDN,2023-08-29 00:17:20.377104
Sealed Graffiti | 1G (Cash Green),650,0.11,CDN,2023-08-29 00:17:20.377104
Sealed Graffiti | Uh Oh (Princess Pink),81,0.11,CDN,2023-08-29 00:17:20.377104
Sealed Graffiti | Denied (Tiger Orange),164,0.11,CDN,2023-08-29 00:17:20.377104
Sealed Graffiti | Uh Oh (Monarch Blue),114,0.11,CDN,2023-08-29 00:17:21.475527
Sealed Graffiti | 1G (Tracer Yellow),257,0.11,CDN,2023-08-29 00:17:21.475527
Sealed Graffiti | Rly (Dust Brown),308,0.11,CDN,2023-08-29 00:17:21.475527
Sealed Graffiti | Okay (Brick Red),89,0.11,CDN,2023-08-29 00:17:21.475527
Sealed Graffiti | Uh Oh (Tiger Orange),189,0.11,CDN,2023-08-29 00:17:21.475527
Sealed Graffiti | Okay (Shark White),182,0.11,CDN,2023-08-29 00:17:21.475527
Sealed Graffiti | Okay (Bazooka Pink),71,0.11,CDN,2023-08-29 00:17:21.475527
Sealed Graffiti | 200 IQ (Desert Amber),171,0.11,CDN,2023-08-29 00:17:21.475527
Sealed Graffiti | Smooch (Frog Green),86,0.11,CDN,2023-08-29 00:17:21.475527
Sealed Graffiti | Rly (Cash Green),175,0.11,CDN,2023-08-29 00:17:21.475527
Sealed Graffiti | 1G (War Pig Pink),389,0.11,CDN,2023-08-29 00:17:23.591935
Sealed Graffiti | Uh Oh (Tracer Yellow),102,0.11,CDN,2023-08-29 00:17:23.591935
Sealed Graffiti | Denied (Desert Amber),128,0.11,CDN,2023-08-29 00:17:23.591935
Sealed Graffiti | Smooch (Desert Amber),44,0.11,CDN,2023-08-29 00:17:23.591935
Sealed Graffiti | 1G (Violent Violet),261,0.11,CDN,2023-08-29 00:17:23.591935
Sealed Graffiti | Denied (Violent Violet),92,0.11,CDN,2023-08-29 00:17:23.591935
Sealed Graffiti | Rly (Battle Green),88,0.11,CDN,2023-08-29 00:17:23.591935
Sealed Graffiti | Okay (Tracer Yellow),240,0.11,CDN,2023-08-29 00:17:23.591935
Sealed Graffiti | 1G (Blood Red),140,0.11,CDN,2023-08-29 00:17:23.591935
Sealed Graffiti | Denied (Battle Green),68,0.11,CDN,2023-08-29 00:17:23.591935
Sealed Graffiti | Dead Now (Wire Blue),110,0.11,CDN,2023-08-29 00:17:24.681166
Sealed Graffiti | Smooch (Dust Brown),83,0.11,CDN,2023-08-29 00:17:24.681166
Sealed Graffiti | Uh Oh (Violent Violet),140,0.11,CDN,2023-08-29 00:17:24.681166
Sealed Graffiti | 200 IQ (Dust Brown),97,0.11,CDN,2023-08-29 00:17:24.681166
Sealed Graffiti | 1G (Wire Blue),341,0.11,CDN,2023-08-29 00:17:24.681166
Sealed Graffiti | Okay (Battle Green),137,0.11,CDN,2023-08-29 00:17:24.681166
Sealed Graffiti | Okay (Tiger Orange),171,0.11,CDN,2023-08-29 00:17:24.681166
Sealed Graffiti | Rly (Princess Pink),136,0.11,CDN,2023-08-29 00:17:24.681166
Sealed Graffiti | Smooch (Monarch Blue),39,0.11,CDN,2023-08-29 00:17:24.681166
Sealed Graffiti | Little EZ (Desert Amber),109,0.11,CDN,2023-08-29 00:17:24.681166
Sealed Graffiti | Rly (Tiger Orange),147,0.11,CDN,2023-08-29 00:17:25.781794
Sealed Graffiti | Smooch (Monarch Blue),39,0.11,CDN,2023-08-29 00:17:25.781794
Sealed Graffiti | Okay (Wire Blue),156,0.11,CDN,2023-08-29 00:17:25.781794
Sealed Graffiti | Denied (Monarch Blue),138,0.11,CDN,2023-08-29 00:17:25.781794
Sealed Graffiti | Smooch (Cash Green),117,0.11,CDN,2023-08-29 00:17:25.781794
Sealed Graffiti | Rly (Frog Green),193,0.11,CDN,2023-08-29 00:17:25.781794
Sealed Graffiti | Denied (Monster Purple),79,0.11,CDN,2023-08-29 00:17:25.781794
Sealed Graffiti | Denied (Brick Red),76,0.11,CDN,2023-08-29 00:17:25.781794
Sealed Graffiti | Rly (Wire Blue),104,0.11,CDN,2023-08-29 00:17:25.781794
Sealed Graffiti | Denied (Princess Pink),97,0.11,CDN,2023-08-29 00:17:25.781794
Sealed Graffiti | Smooch (Jungle Green),92,0.12,CDN,2023-08-29 00:17:26.872593
Sealed Graffiti | Uh Oh (War Pig Pink),115,0.12,CDN,2023-08-29 00:17:26.872593
Sealed Graffiti | 200 IQ (Frog Green),133,0.12,CDN,2023-08-29 00:17:26.872593
Sealed Graffiti | Denied (Frog Green),184,0.12,CDN,2023-08-29 00:17:26.872593
Sealed Graffiti | Okay (Frog Green),187,0.12,CDN,2023-08-29 00:17:26.872593
Sealed Graffiti | Uh Oh (Monster Purple),209,0.12,CDN,2023-08-29 00:17:26.872593
Sealed Graffiti | Okay (Princess Pink),186,0.12,CDN,2023-08-29 00:17:26.872593
Sealed Graffiti | Okay (Violent Violet),156,0.12,CDN,2023-08-29 00:17:26.872593
Sealed Graffiti | Dead Now (Tiger Orange),182,0.12,CDN,2023-08-29 00:17:26.872593
Sealed Graffiti | Rly (Jungle Green),211,0.12,CDN,2023-08-29 00:17:26.872593
Sealed Graffiti | Smooch (Battle Green),32,0.12,CDN,2023-08-29 00:17:27.989151
Sealed Graffiti | Oops (Dust Brown),70,0.12,CDN,2023-08-29 00:17:27.989151
Sealed Graffiti | Okay (Monster Purple),69,0.12,CDN,2023-08-29 00:17:27.989151
Sealed Graffiti | 1G (Brick Red),68,0.12,CDN,2023-08-29 00:17:27.989151
Sealed Graffiti | Rly (Tracer Yellow),146,0.12,CDN,2023-08-29 00:17:27.989151
Sealed Graffiti | Okay (War Pig Pink),129,0.12,CDN,2023-08-29 00:17:27.989151
Sealed Graffiti | Dead Now (Dust Brown),100,0.12,CDN,2023-08-29 00:17:27.989151
Sealed Graffiti | 200 IQ (Wire Blue),135,0.12,CDN,2023-08-29 00:17:27.989151
Sealed Graffiti | 200 IQ (Jungle Green),174,0.12,CDN,2023-08-29 00:17:27.989151
Sealed Graffiti | NT (Cash Green),42,0.12,CDN,2023-08-29 00:17:27.990148
Sealed Graffiti | 200 IQ (Cash Green),39,0.12,CDN,2023-08-29 00:17:29.079828
Sealed Graffiti | 1G (Monarch Blue),339,0.12,CDN,2023-08-29 00:17:29.079828
Sealed Graffiti | 200 IQ (Monster Purple),102,0.12,CDN,2023-08-29 00:17:29.079828
Sealed Graffiti | Smooch (Tiger Orange),71,0.12,CDN,2023-08-29 00:17:29.079828
Sealed Graffiti | Oops (Battle Green),80,0.12,CDN,2023-08-29 00:17:29.079828
Sealed Graffiti | Little EZ (Cash Green),92,0.12,CDN,2023-08-29 00:17:29.079828
Sealed Graffiti | 200 IQ (SWAT Blue),138,0.12,CDN,2023-08-29 00:17:29.079828
Sealed Graffiti | Smooch (Wire Blue),115,0.12,CDN,2023-08-29 00:17:29.079828
Sealed Graffiti | Denied (Tracer Yellow),94,0.12,CDN,2023-08-29 00:17:29.079828
Sealed Graffiti | NT (Monarch Blue),72,0.12,CDN,2023-08-29 00:17:29.079828
Sealed Graffiti | Little EZ (Frog Green),129,0.12,CDN,2023-08-29 00:17:30.171921
Sealed Graffiti | Rly (SWAT Blue),132,0.12,CDN,2023-08-29 00:17:30.171921
Sealed Graffiti | 1G (Shark White),98,0.12,CDN,2023-08-29 00:17:30.171921
Sealed Graffiti | Rly (Brick Red),111,0.13,CDN,2023-08-29 00:17:30.171921
Sealed Graffiti | Smooch (Violent Violet),73,0.13,CDN,2023-08-29 00:17:30.171921
Sealed Graffiti | Dead Now (Frog Green),163,0.13,CDN,2023-08-29 00:17:30.171921
Sealed Graffiti | NT (Dust Brown),102,0.13,CDN,2023-08-29 00:17:30.171921
Sealed Graffiti | Rly (Bazooka Pink),76,0.13,CDN,2023-08-29 00:17:30.171921
Sealed Graffiti | Little EZ (Jungle Green),67,0.13,CDN,2023-08-29 00:17:30.171921
Sealed Graffiti | 1G (Bazooka Pink),120,0.13,CDN,2023-08-29 00:17:30.171921
Sealed Graffiti | 1G (Bazooka Pink),120,0.13,CDN,2023-08-29 00:17:31.299986
Sealed Graffiti | 1G (Princess Pink),89,0.13,CDN,2023-08-29 00:17:31.299986
Sealed Graffiti | Little EZ (Jungle Green),67,0.13,CDN,2023-08-29 00:17:31.299986
Sealed Graffiti | 200 IQ (Battle Green),86,0.13,CDN,2023-08-29 00:17:31.299986
Sealed Graffiti | Dead Now (Battle Green),151,0.13,CDN,2023-08-29 00:17:31.299986
