Item Name,Listings,Price,Currency,Timestamp
Sticker | Liazz (Gold) | Rio 2022,11,22.4,CDN,2023-08-30 06:11:37.913019
"Sticker | qikert (Holo, Champion) | Rio 2022",152,0.55,CDN,2023-08-30 14:48:19.389083
Sticker | v4lde (Holo) | Rio 2022,71,0.6,CDN,2023-08-30 14:48:20.486443
Sticker | IEM (Holo) | Rio 2022,303,0.6,CDN,2023-08-30 14:48:20.486443
"Sticker | n0rb3r7 (Holo, Champion) | Rio 2022",63,0.6,CDN,2023-08-30 14:48:20.486443
Sticker | VINI (Glitter) | Rio 2022,102,0.62,CDN,2023-08-30 14:48:20.486443
Sticker | Dycha (Holo) | Rio 2022,49,0.69,CDN,2023-08-30 14:48:20.486443
Sticker | juanflatroo (Holo) | Rio 2022,38,0.69,CDN,2023-08-30 14:48:20.486443
Sticker | faveN (Holo) | Rio 2022,76,0.7,CDN,2023-08-30 14:48:20.486443
Sticker | 9z Team (Glitter) | Rio 2022,700,0.71,CDN,2023-08-30 14:48:20.486443
Sticker | Keoz (Holo) | Rio 2022,58,0.72,CDN,2023-08-30 14:48:20.486443
Sticker | Patsi (Holo) | Rio 2022,64,0.73,CDN,2023-08-30 14:48:20.486443
Sticker | chopper (Holo) | Rio 2022,50,0.73,CDN,2023-08-30 14:48:21.647896
Sticker | magixx (Holo) | Rio 2022,59,0.73,CDN,2023-08-30 14:48:21.647896
Sticker | mezii (Holo) | Rio 2022,34,0.73,CDN,2023-08-30 14:48:21.647896
Sticker | nicoodoz (Holo) | Rio 2022,39,0.75,CDN,2023-08-30 14:48:21.647896
Sticker | Imperial Esports (Glitter) | Rio 2022,554,0.75,CDN,2023-08-30 14:48:21.647896
Sticker | Snappi (Holo) | Rio 2022,47,0.74,CDN,2023-08-30 14:48:21.647896
Sticker | sinnopsyy (Holo) | Rio 2022,35,0.75,CDN,2023-08-30 14:48:21.647896
Sticker | Brollan (Holo) | Rio 2022,34,0.75,CDN,2023-08-30 14:48:21.647896
Sticker | es3tag (Glitter) | Rio 2022,78,0.76,CDN,2023-08-30 14:48:21.647896
Sticker | vexite (Holo) | Rio 2022,35,0.76,CDN,2023-08-30 14:48:21.647896
Sticker | Techno4K (Holo) | Rio 2022,53,0.76,CDN,2023-08-30 14:48:22.812335
Sticker | HexT (Holo) | Rio 2022,35,0.77,CDN,2023-08-30 14:48:22.812335
Sticker | isak (Holo) | Rio 2022,45,0.78,CDN,2023-08-30 14:48:22.812335
Sticker | TeSeS (Holo) | Rio 2022,46,0.78,CDN,2023-08-30 14:48:22.812335
Sticker | REZ (Holo) | Rio 2022,43,0.78,CDN,2023-08-30 14:48:22.812335
Sticker | Sico (Holo) | Rio 2022,72,0.78,CDN,2023-08-30 14:48:22.812335
Sticker | roeJ (Holo) | Rio 2022,38,0.78,CDN,2023-08-30 14:48:22.812335
Sticker | FASHR (Holo) | Rio 2022,36,0.78,CDN,2023-08-30 14:48:22.812335
Sticker | bLitz (Holo) | Rio 2022,30,0.81,CDN,2023-08-30 14:48:22.812335
Sticker | lauNX (Holo) | Rio 2022,36,0.82,CDN,2023-08-30 14:48:22.812335
Sticker | Brehze (Holo) | Rio 2022,30,0.82,CDN,2023-08-30 14:48:23.911793
Sticker | rigoN (Holo) | Rio 2022,33,0.83,CDN,2023-08-30 14:48:23.912790
Sticker | sjuush (Holo) | Rio 2022,57,0.83,CDN,2023-08-30 14:48:23.912790
Sticker | acoR (Holo) | Rio 2022,36,0.83,CDN,2023-08-30 14:48:23.912790
Sticker | NEOFRAG (Holo) | Rio 2022,49,0.83,CDN,2023-08-30 14:48:23.912790
Sticker | qikert (Holo) | Rio 2022,51,0.84,CDN,2023-08-30 14:48:23.912790
Sticker | Zyphon (Holo) | Rio 2022,54,0.84,CDN,2023-08-30 14:48:23.912790
Sticker | CeRq (Holo) | Rio 2022,46,0.85,CDN,2023-08-30 14:48:23.912790
Sticker | slaxz- (Holo) | Rio 2022,45,0.85,CDN,2023-08-30 14:48:23.912790
Sticker | Krimbo (Holo) | Rio 2022,32,0.86,CDN,2023-08-30 14:48:23.912790
Sticker | nitr0 (Holo) | Rio 2022,58,0.86,CDN,2023-08-30 14:48:25.012075
Sticker | hampus (Holo) | Rio 2022,39,0.88,CDN,2023-08-30 14:48:25.012075
Sticker | Perfecto (Holo) | Rio 2022,106,0.88,CDN,2023-08-30 14:48:25.012075
Sticker | maden (Holo) | Rio 2022,52,0.88,CDN,2023-08-30 14:48:25.012075
Sticker | FL1T (Holo) | Rio 2022,42,0.89,CDN,2023-08-30 14:48:25.012075
Sticker | k1to (Holo) | Rio 2022,24,0.92,CDN,2023-08-30 14:48:25.012075
Sticker | S1ren (Holo) | Rio 2022,67,0.93,CDN,2023-08-30 14:48:25.012075
Sticker | siuhy (Holo) | Rio 2022,46,0.93,CDN,2023-08-30 14:48:25.012075
Sticker | NAF (Holo) | Rio 2022,88,0.94,CDN,2023-08-30 14:48:25.012075
Sticker | autimatic (Holo) | Rio 2022,32,0.95,CDN,2023-08-30 14:48:25.012075
Sticker | Aleksib (Holo) | Rio 2022,54,0.95,CDN,2023-08-30 14:48:26.107882
Sticker | MOUZ (Glitter) | Rio 2022,548,0.97,CDN,2023-08-30 14:48:26.107882
Sticker | Staehr (Holo) | Rio 2022,30,0.97,CDN,2023-08-30 14:48:26.107882
Sticker | tabseN (Holo) | Rio 2022,38,0.96,CDN,2023-08-30 14:48:26.107882
Sticker | n0rb3r7 (Holo) | Rio 2022,63,0.99,CDN,2023-08-30 14:48:26.107882
Sticker | FalleN (Glitter) | Rio 2022,291,0.99,CDN,2023-08-30 14:48:26.107882
Sticker | neaLaN (Holo) | Rio 2022,40,1.01,CDN,2023-08-30 14:48:26.107882
Sticker | Grayhound Gaming (Holo) | Rio 2022,215,1.03,CDN,2023-08-30 14:48:26.107882
Sticker | SENER1 (Holo) | Rio 2022,33,1.03,CDN,2023-08-30 14:48:26.107882
Sticker | refrezh (Holo) | Rio 2022,67,1.05,CDN,2023-08-30 14:48:26.107882
"Sticker | Jame (Holo, Champion) | Rio 2022",81,1.05,CDN,2023-08-30 14:48:28.212737
Sticker | sdy (Holo) | Rio 2022,64,1.06,CDN,2023-08-30 14:48:28.212737
Sticker | F1KU (Holo) | Rio 2022,34,1.07,CDN,2023-08-30 14:48:28.212737
Sticker | EliGE (Holo) | Rio 2022,63,1.08,CDN,2023-08-30 14:48:28.212737
Sticker | fame (Holo) | Rio 2022,32,1.08,CDN,2023-08-30 14:48:28.212737
Sticker | Spinx (Holo) | Rio 2022,58,1.15,CDN,2023-08-30 14:48:28.212737
Sticker | yuurih (Holo) | Rio 2022,52,1.18,CDN,2023-08-30 14:48:28.212737
Sticker | BIG (Holo) | Rio 2022,217,1.22,CDN,2023-08-30 14:48:28.212737
Sticker | SunPayus (Holo) | Rio 2022,49,1.23,CDN,2023-08-30 14:48:28.212737
Sticker | stavn (Holo) | Rio 2022,72,1.24,CDN,2023-08-30 14:48:28.212737
Sticker | oSee (Holo) | Rio 2022,104,1.26,CDN,2023-08-30 14:48:30.341594
Sticker | ENCE (Holo) | Rio 2022,284,1.26,CDN,2023-08-30 14:48:30.341594
Sticker | NQZ (Glitter) | Rio 2022,51,1.29,CDN,2023-08-30 14:48:30.341594
Sticker | INS (Glitter) | Rio 2022,48,1.28,CDN,2023-08-30 14:48:30.341594
Sticker | ZywOo (Glitter) | Rio 2022,115,1.28,CDN,2023-08-30 14:48:30.341594
Sticker | broky (Holo) | Rio 2022,40,1.29,CDN,2023-08-30 14:48:30.341594
Sticker | dumau (Holo) | Rio 2022,34,1.29,CDN,2023-08-30 14:48:30.341594
Sticker | KRIMZ (Holo) | Rio 2022,35,1.29,CDN,2023-08-30 14:48:30.341594
Sticker | torzsi (Holo) | Rio 2022,48,1.29,CDN,2023-08-30 14:48:30.341594
Sticker | gxx- (Holo) | Rio 2022,46,1.3,CDN,2023-08-30 14:48:30.341594
Sticker | JDC (Holo) | Rio 2022,36,1.33,CDN,2023-08-30 14:48:32.471328
Sticker | ANNIHILATION (Holo) | Rio 2022,23,1.35,CDN,2023-08-30 14:48:32.471328
Sticker | aliStair (Holo) | Rio 2022,17,1.39,CDN,2023-08-30 14:48:32.471328
Sticker | Cloud9 (Glitter) | Rio 2022,787,1.41,CDN,2023-08-30 14:48:32.471328
Sticker | saffee (Holo) | Rio 2022,57,1.4,CDN,2023-08-30 14:48:32.471328
Sticker | Magisk (Holo) | Rio 2022,34,1.44,CDN,2023-08-30 14:48:32.471328
Sticker | YEKINDAR (Holo) | Rio 2022,31,1.44,CDN,2023-08-30 14:48:32.471328
Sticker | electronic (Holo) | Rio 2022,90,1.45,CDN,2023-08-30 14:48:32.471328
Sticker | dupreeh (Holo) | Rio 2022,56,1.44,CDN,2023-08-30 14:48:32.471328
Sticker | syrsoN (Holo) | Rio 2022,22,1.49,CDN,2023-08-30 14:48:32.471328
Sticker | xertioN (Holo) | Rio 2022,24,1.51,CDN,2023-08-30 14:48:33.572735
Sticker | BUDA (Holo) | Rio 2022,25,1.55,CDN,2023-08-30 14:48:33.572735
Sticker | drop (Holo) | Rio 2022,37,1.55,CDN,2023-08-30 14:48:33.572735
Sticker | latto (Holo) | Rio 2022,30,1.57,CDN,2023-08-30 14:48:33.572735
Sticker | apEX (Holo) | Rio 2022,32,1.62,CDN,2023-08-30 14:48:33.572735
Sticker | degster (Holo) | Rio 2022,33,1.64,CDN,2023-08-30 14:48:33.572735
Sticker | jabbi (Holo) | Rio 2022,36,1.65,CDN,2023-08-30 14:48:33.572735
Sticker | rain (Holo) | Rio 2022,55,1.66,CDN,2023-08-30 14:48:33.572735
Sticker | w0nderful (Holo) | Rio 2022,41,1.73,CDN,2023-08-30 14:48:33.572735
Sticker | GamerLegion (Holo) | Rio 2022,141,1.72,CDN,2023-08-30 14:48:33.572735
Sticker | karrigan (Holo) | Rio 2022,42,1.73,CDN,2023-08-30 14:48:34.696120
Sticker | TACO (Holo) | Rio 2022,24,1.77,CDN,2023-08-30 14:48:34.696120
Sticker | chelo (Holo) | Rio 2022,21,1.74,CDN,2023-08-30 14:48:34.696120
Sticker | dav1deuS (Holo) | Rio 2022,29,1.74,CDN,2023-08-30 14:48:34.696120
Sticker | Evil Geniuses (Holo) | Rio 2022,82,1.77,CDN,2023-08-30 14:48:34.696120
Sticker | boltz (Holo) | Rio 2022,28,1.78,CDN,2023-08-30 14:48:34.696120
Sticker | FlameZ (Holo) | Rio 2022,38,1.9,CDN,2023-08-30 14:48:34.696120
Sticker | IHC Esports (Holo) | Rio 2022,126,1.92,CDN,2023-08-30 14:48:34.696120
Sticker | Ninjas in Pyjamas (Holo) | Rio 2022,164,1.93,CDN,2023-08-30 14:48:34.696120
Sticker | s1mple (Glitter) | Rio 2022,119,1.97,CDN,2023-08-30 14:48:34.696120
Sticker | fer (Holo) | Rio 2022,30,2.01,CDN,2023-08-30 14:48:35.800254
Sticker | nafany (Holo) | Rio 2022,30,2.07,CDN,2023-08-30 14:48:35.800254
Sticker | dgt (Holo) | Rio 2022,31,2.18,CDN,2023-08-30 14:48:35.800254
Sticker | OG (Holo) | Rio 2022,170,2.21,CDN,2023-08-30 14:48:35.800254
Sticker | Jame (Holo) | Rio 2022,27,2.21,CDN,2023-08-30 14:48:35.800254
Sticker | TRY (Holo) | Rio 2022,31,2.23,CDN,2023-08-30 14:48:35.800254
Sticker | frozen (Holo) | Rio 2022,15,2.25,CDN,2023-08-30 14:48:35.800254
Sticker | cadiaN (Holo) | Rio 2022,77,2.34,CDN,2023-08-30 14:48:35.800254
Sticker | kabal (Holo) | Rio 2022,22,2.36,CDN,2023-08-30 14:48:35.800254
Sticker | KSCERATO (Holo) | Rio 2022,23,2.48,CDN,2023-08-30 14:48:35.800254
Sticker | dexter (Holo) | Rio 2022,41,2.56,CDN,2023-08-30 14:48:36.966075
Sticker | Vitality (Holo) | Rio 2022,84,2.58,CDN,2023-08-30 14:48:36.966075
Sticker | Hobbit (Holo) | Rio 2022,33,2.59,CDN,2023-08-30 14:48:36.966075
Sticker | Liazz (Holo) | Rio 2022,16,2.64,CDN,2023-08-30 14:48:36.966075
Sticker | iM (Holo) | Rio 2022,30,2.71,CDN,2023-08-30 14:48:36.966075
Sticker | interz (Holo) | Rio 2022,24,2.89,CDN,2023-08-30 14:48:36.966075
Sticker | Bad News Eagles (Holo) | Rio 2022,162,2.94,CDN,2023-08-30 14:48:36.966075
Sticker | Natus Vincere (Holo) | Rio 2022,115,2.95,CDN,2023-08-30 14:48:36.966075
"Sticker | n0rb3r7 (Gold, Champion) | Rio 2022",38,3.06,CDN,2023-08-30 14:48:36.966075
"Sticker | FL1T (Gold, Champion) | Rio 2022",41,3.11,CDN,2023-08-30 14:48:36.966075
Sticker | Heroic (Holo) | Rio 2022,119,3.12,CDN,2023-08-30 14:48:38.067582
Sticker | 00 Nation (Glitter) | Rio 2022,513,3.15,CDN,2023-08-30 14:48:38.067582
"Sticker | qikert (Gold, Champion) | Rio 2022",36,3.19,CDN,2023-08-30 14:48:38.067582
Sticker | b1t (Holo) | Rio 2022,49,3.22,CDN,2023-08-30 14:48:38.067582
Sticker | Fnatic (Holo) | Rio 2022,89,3.22,CDN,2023-08-30 14:48:38.067582
Sticker | IEM (Gold) | Rio 2022,106,3.3,CDN,2023-08-30 14:48:38.067582
Sticker | sk0R (Holo) | Rio 2022,25,3.4,CDN,2023-08-30 14:48:38.067582
Sticker | es3tag (Holo) | Rio 2022,28,3.59,CDN,2023-08-30 14:48:38.067582
Sticker | Sprout Esports (Holo) | Rio 2022,114,3.61,CDN,2023-08-30 14:48:38.067582
"Sticker | fame (Gold, Champion) | Rio 2022",52,3.76,CDN,2023-08-30 14:48:38.067582
Sticker | Team Liquid (Holo) | Rio 2022,99,3.82,CDN,2023-08-30 14:48:40.737539
Sticker | slaxz- (Gold) | Rio 2022,22,3.84,CDN,2023-08-30 14:48:40.737539
Sticker | v4lde (Gold) | Rio 2022,40,3.91,CDN,2023-08-30 14:48:40.737539
Sticker | Team Spirit (Holo) | Rio 2022,135,4.06,CDN,2023-08-30 14:48:40.737539
Sticker | nexa (Holo) | Rio 2022,149,4.2,CDN,2023-08-30 14:48:40.737539
Sticker | Twistzz (Holo) | Rio 2022,42,4.27,CDN,2023-08-30 14:48:40.737539
Sticker | juanflatroo (Gold) | Rio 2022,15,4.49,CDN,2023-08-30 14:48:40.737539
Sticker | ropz (Holo) | Rio 2022,49,4.52,CDN,2023-08-30 14:48:40.737539
Sticker | sinnopsyy (Gold) | Rio 2022,18,4.75,CDN,2023-08-30 14:48:40.737539
Sticker | sjuush (Gold) | Rio 2022,20,4.76,CDN,2023-08-30 14:48:40.737539
Sticker | lauNX (Gold) | Rio 2022,14,4.78,CDN,2023-08-30 14:48:43.929117
Sticker | Zyphon (Gold) | Rio 2022,17,4.9,CDN,2023-08-30 14:48:43.929117
Sticker | ENCE (Gold) | Rio 2022,41,5.11,CDN,2023-08-30 14:48:43.929117
Sticker | Ax1Le (Holo) | Rio 2022,21,5.12,CDN,2023-08-30 14:48:43.929117
Sticker | Imperial Esports (Holo) | Rio 2022,100,5.19,CDN,2023-08-30 14:48:43.929117
Sticker | chopper (Gold) | Rio 2022,18,5.18,CDN,2023-08-30 14:48:43.929117
Sticker | rigoN (Gold) | Rio 2022,19,5.19,CDN,2023-08-30 14:48:43.929117
Sticker | dav1deuS (Gold) | Rio 2022,20,5.36,CDN,2023-08-30 14:48:43.929117
Sticker | Outsiders (Holo) | Rio 2022,163,5.41,CDN,2023-08-30 14:48:43.929117
Sticker | Brehze (Gold) | Rio 2022,21,5.43,CDN,2023-08-30 14:48:43.929117
Sticker | coldzera (Holo) | Rio 2022,25,5.41,CDN,2023-08-30 14:48:46.653257
Sticker | FaZe Clan (Holo) | Rio 2022,127,5.57,CDN,2023-08-30 14:48:46.653257
Sticker | SENER1 (Gold) | Rio 2022,16,5.57,CDN,2023-08-30 14:48:46.653257
Sticker | Bad News Eagles (Gold) | Rio 2022,103,5.63,CDN,2023-08-30 14:48:46.653257
Sticker | vexite (Gold) | Rio 2022,25,5.72,CDN,2023-08-30 14:48:46.653257
Sticker | IHC Esports (Gold) | Rio 2022,44,5.76,CDN,2023-08-30 14:48:46.653257
Sticker | HexT (Gold) | Rio 2022,25,5.8,CDN,2023-08-30 14:48:46.653257
Sticker | Snappi (Gold) | Rio 2022,24,5.88,CDN,2023-08-30 14:48:46.653257
Sticker | FASHR (Gold) | Rio 2022,26,5.95,CDN,2023-08-30 14:48:46.653257
Sticker | neaLaN (Gold) | Rio 2022,15,5.99,CDN,2023-08-30 14:48:46.653257
Sticker | roeJ (Gold) | Rio 2022,12,6.09,CDN,2023-08-30 14:48:48.275108
Sticker | Evil Geniuses (Gold) | Rio 2022,41,6.18,CDN,2023-08-30 14:48:48.275108
Sticker | arT (Holo) | Rio 2022,15,6.26,CDN,2023-08-30 14:48:48.275108
Sticker | faveN (Gold) | Rio 2022,16,6.29,CDN,2023-08-30 14:48:48.275108
Sticker | FURIA (Holo) | Rio 2022,108,6.27,CDN,2023-08-30 14:48:48.275108
Sticker | dgt (Gold) | Rio 2022,17,6.4,CDN,2023-08-30 14:48:48.275108
Sticker | BUDA (Gold) | Rio 2022,21,6.4,CDN,2023-08-30 14:48:48.275108
Sticker | Ninjas in Pyjamas (Gold) | Rio 2022,34,6.48,CDN,2023-08-30 14:48:48.275108
Sticker | magixx (Gold) | Rio 2022,14,6.92,CDN,2023-08-30 14:48:48.275108
Sticker | CeRq (Gold) | Rio 2022,26,6.91,CDN,2023-08-30 14:48:48.275108
Sticker | BIG (Gold) | Rio 2022,44,6.87,CDN,2023-08-30 14:48:54.081917
Sticker | FalleN (Holo) | Rio 2022,47,6.94,CDN,2023-08-30 14:48:54.081917
Sticker | REZ (Gold) | Rio 2022,16,6.97,CDN,2023-08-30 14:48:54.081917
Sticker | bLitz (Gold) | Rio 2022,12,6.92,CDN,2023-08-30 14:48:54.081917
Sticker | Dycha (Gold) | Rio 2022,28,7.15,CDN,2023-08-30 14:48:54.081917
Sticker | Techno4K (Gold) | Rio 2022,18,7.18,CDN,2023-08-30 14:48:54.081917
Sticker | Keoz (Gold) | Rio 2022,11,7.19,CDN,2023-08-30 14:48:54.081917
Sticker | nicoodoz (Gold) | Rio 2022,20,7.26,CDN,2023-08-30 14:48:54.081917
Sticker | F1KU (Gold) | Rio 2022,13,7.41,CDN,2023-08-30 14:48:54.081917
Sticker | FL1T (Gold) | Rio 2022,12,7.38,CDN,2023-08-30 14:48:54.081917
Sticker | latto (Gold) | Rio 2022,12,7.36,CDN,2023-08-30 14:48:56.217531
Sticker | Brollan (Gold) | Rio 2022,24,7.38,CDN,2023-08-30 14:48:56.217531
Sticker | hampus (Gold) | Rio 2022,17,7.38,CDN,2023-08-30 14:48:56.217531
Sticker | nitr0 (Gold) | Rio 2022,19,7.4,CDN,2023-08-30 14:48:56.217531
Sticker | TeSeS (Gold) | Rio 2022,10,7.41,CDN,2023-08-30 14:48:56.217531
Sticker | dumau (Gold) | Rio 2022,13,7.43,CDN,2023-08-30 14:48:56.217531
Sticker | NEOFRAG (Gold) | Rio 2022,14,7.43,CDN,2023-08-30 14:48:56.217531
Sticker | ANNIHILATION (Gold) | Rio 2022,14,7.79,CDN,2023-08-30 14:48:56.217531
Sticker | isak (Gold) | Rio 2022,18,7.78,CDN,2023-08-30 14:48:56.217531
Sticker | VINI (Holo) | Rio 2022,13,7.78,CDN,2023-08-30 14:48:56.217531
Sticker | Grayhound Gaming (Gold) | Rio 2022,26,7.79,CDN,2023-08-30 14:48:58.856486
Sticker | Patsi (Gold) | Rio 2022,19,8.16,CDN,2023-08-30 14:48:58.856486
Sticker | sh1ro (Holo) | Rio 2022,30,8.18,CDN,2023-08-30 14:48:58.856486
Sticker | fame (Gold) | Rio 2022,14,8.25,CDN,2023-08-30 14:48:58.856486
Sticker | acoR (Gold) | Rio 2022,15,8.29,CDN,2023-08-30 14:48:58.856486
Sticker | Heroic (Gold) | Rio 2022,64,8.34,CDN,2023-08-30 14:48:58.856486
Sticker | S1ren (Gold) | Rio 2022,19,8.36,CDN,2023-08-30 14:48:58.856486
Sticker | refrezh (Gold) | Rio 2022,15,8.54,CDN,2023-08-30 14:48:58.856486
Sticker | maden (Gold) | Rio 2022,14,8.74,CDN,2023-08-30 14:48:58.856486
Sticker | 9z Team (Holo) | Rio 2022,111,8.82,CDN,2023-08-30 14:48:58.856486
Sticker | mezii (Gold) | Rio 2022,17,8.97,CDN,2023-08-30 14:49:00.514692
Sticker | Fnatic (Gold) | Rio 2022,37,9.03,CDN,2023-08-30 14:49:00.514692
Sticker | Perfecto (Gold) | Rio 2022,37,9.09,CDN,2023-08-30 14:49:00.514692
Sticker | n0rb3r7 (Gold) | Rio 2022,25,9.23,CDN,2023-08-30 14:49:00.514692
Sticker | boltz (Gold) | Rio 2022,17,9.2,CDN,2023-08-30 14:49:00.514692
Sticker | Magisk (Gold) | Rio 2022,21,9.26,CDN,2023-08-30 14:49:00.514692
Sticker | qikert (Gold) | Rio 2022,12,9.28,CDN,2023-08-30 14:49:00.514692
Sticker | drop (Gold) | Rio 2022,14,9.27,CDN,2023-08-30 14:49:00.514692
Sticker | Krimbo (Gold) | Rio 2022,13,9.28,CDN,2023-08-30 14:49:00.514692
Sticker | Sico (Gold) | Rio 2022,15,9.38,CDN,2023-08-30 14:49:00.514692
Sticker | yuurih (Gold) | Rio 2022,15,9.47,CDN,2023-08-30 14:49:02.668263
Sticker | k1to (Gold) | Rio 2022,14,9.48,CDN,2023-08-30 14:49:02.668263
Sticker | Sprout Esports (Gold) | Rio 2022,29,9.5,CDN,2023-08-30 14:49:02.668263
Sticker | Aleksib (Gold) | Rio 2022,21,9.51,CDN,2023-08-30 14:49:02.668263
Sticker | siuhy (Gold) | Rio 2022,13,9.51,CDN,2023-08-30 14:49:02.668263
Sticker | torzsi (Gold) | Rio 2022,16,9.67,CDN,2023-08-30 14:49:02.668263
Sticker | max (Holo) | Rio 2022,22,9.67,CDN,2023-08-30 14:49:02.668263
"Sticker | Jame (Gold, Champion) | Rio 2022",50,9.77,CDN,2023-08-30 14:49:02.668263
Sticker | saffee (Gold) | Rio 2022,19,9.89,CDN,2023-08-30 14:49:02.668263
Sticker | Team Liquid (Gold) | Rio 2022,46,10.18,CDN,2023-08-30 14:49:02.668263
Sticker | stavn (Gold) | Rio 2022,21,10.08,CDN,2023-08-30 14:49:06.315241
Sticker | interz (Gold) | Rio 2022,11,10.21,CDN,2023-08-30 14:49:06.315241
Sticker | EliGE (Gold) | Rio 2022,19,10.21,CDN,2023-08-30 14:49:06.315241
Sticker | 9z Team (Gold) | Rio 2022,28,10.66,CDN,2023-08-30 14:49:06.315241
Sticker | Vitality (Gold) | Rio 2022,30,10.77,CDN,2023-08-30 14:49:06.315241
Sticker | NAF (Gold) | Rio 2022,15,10.78,CDN,2023-08-30 14:49:06.315241
Sticker | Staehr (Gold) | Rio 2022,12,10.84,CDN,2023-08-30 14:49:06.315241
Sticker | GamerLegion (Gold) | Rio 2022,32,10.87,CDN,2023-08-30 14:49:06.315241
Sticker | autimatic (Gold) | Rio 2022,11,11.22,CDN,2023-08-30 14:49:06.315241
Sticker | chelo (Gold) | Rio 2022,10,11.68,CDN,2023-08-30 14:49:06.315241
Sticker | xertioN (Gold) | Rio 2022,14,11.86,CDN,2023-08-30 14:49:08.976362
Sticker | TRY (Gold) | Rio 2022,13,11.97,CDN,2023-08-30 14:49:08.976362
Sticker | Team Spirit (Gold) | Rio 2022,31,12.53,CDN,2023-08-30 14:49:08.976362
Sticker | jabbi (Gold) | Rio 2022,13,12.59,CDN,2023-08-30 14:49:08.976362
Sticker | nafany (Gold) | Rio 2022,8,12.85,CDN,2023-08-30 14:49:08.976362
Sticker | Natus Vincere (Gold) | Rio 2022,46,13.15,CDN,2023-08-30 14:49:08.976362
Sticker | MOUZ (Holo) | Rio 2022,102,13.34,CDN,2023-08-30 14:49:08.976362
Sticker | oSee (Gold) | Rio 2022,16,13.39,CDN,2023-08-30 14:49:08.976362
Sticker | FaZe Clan (Gold) | Rio 2022,40,13.66,CDN,2023-08-30 14:49:08.976362
Sticker | broky (Gold) | Rio 2022,11,13.76,CDN,2023-08-30 14:49:08.976362
Sticker | FURIA (Gold) | Rio 2022,43,13.92,CDN,2023-08-30 14:49:10.676037
Sticker | ZywOo (Holo) | Rio 2022,22,13.92,CDN,2023-08-30 14:49:10.676037
Sticker | JDC (Gold) | Rio 2022,10,14.37,CDN,2023-08-30 14:49:10.676037
Sticker | s1mple (Holo) | Rio 2022,38,14.52,CDN,2023-08-30 14:49:10.676037
Sticker | TACO (Gold) | Rio 2022,13,14.73,CDN,2023-08-30 14:49:10.676037
Sticker | sdy (Gold) | Rio 2022,18,15.53,CDN,2023-08-30 14:49:10.676037
Sticker | Cloud9 (Holo) | Rio 2022,78,15.56,CDN,2023-08-30 14:49:10.676037
Sticker | Imperial Esports (Gold) | Rio 2022,29,16.0,CDN,2023-08-30 14:49:10.676037
Sticker | karrigan (Gold) | Rio 2022,14,16.41,CDN,2023-08-30 14:49:10.676037
Sticker | SunPayus (Gold) | Rio 2022,16,16.48,CDN,2023-08-30 14:49:10.676037
Sticker | Hobbit (Gold) | Rio 2022,13,16.72,CDN,2023-08-30 14:49:14.330239
Sticker | apEX (Gold) | Rio 2022,11,16.85,CDN,2023-08-30 14:49:14.330239
Sticker | KRIMZ (Gold) | Rio 2022,10,16.84,CDN,2023-08-30 14:49:14.330239
Sticker | Spinx (Gold) | Rio 2022,16,17.48,CDN,2023-08-30 14:49:14.330239
Sticker | YEKINDAR (Gold) | Rio 2022,19,18.06,CDN,2023-08-30 14:49:14.330239
Sticker | aliStair (Gold) | Rio 2022,9,18.79,CDN,2023-08-30 14:49:14.330239
Sticker | fer (Gold) | Rio 2022,23,18.8,CDN,2023-08-30 14:49:14.330239
Sticker | 00 Nation (Holo) | Rio 2022,90,20.43,CDN,2023-08-30 14:49:14.330239
Sticker | w0nderful (Gold) | Rio 2022,9,20.74,CDN,2023-08-30 14:49:14.330239
Sticker | dupreeh (Gold) | Rio 2022,9,20.83,CDN,2023-08-30 14:49:14.330239
Sticker | electronic (Gold) | Rio 2022,16,21.16,CDN,2023-08-30 14:49:17.485424
Sticker | rain (Gold) | Rio 2022,12,21.97,CDN,2023-08-30 14:49:17.485424
Sticker | Liazz (Gold) | Rio 2022,11,22.28,CDN,2023-08-30 14:49:17.485424
Sticker | NQZ (Holo) | Rio 2022,9,23.04,CDN,2023-08-30 14:49:17.485424
Sticker | Outsiders (Gold) | Rio 2022,44,23.36,CDN,2023-08-30 14:49:17.485424
Sticker | Cloud9 (Gold) | Rio 2022,29,24.84,CDN,2023-08-30 14:49:17.485424
Sticker | FlameZ (Gold) | Rio 2022,5,24.74,CDN,2023-08-30 14:49:17.485424
Sticker | gxx- (Gold) | Rio 2022,10,25.64,CDN,2023-08-30 14:49:17.485424
Sticker | Jame (Gold) | Rio 2022,11,25.95,CDN,2023-08-30 14:49:17.485424
Sticker | INS (Holo) | Rio 2022,17,26.49,CDN,2023-08-30 14:49:17.485424
Sticker | b1t (Gold) | Rio 2022,14,27.06,CDN,2023-08-30 14:49:19.617828
Sticker | cadiaN (Gold) | Rio 2022,10,27.27,CDN,2023-08-30 14:49:19.617828
Sticker | tabseN (Gold) | Rio 2022,12,28.02,CDN,2023-08-30 14:49:19.617828
Sticker | OG (Gold) | Rio 2022,36,29.8,CDN,2023-08-30 14:49:19.617828
Sticker | dexter (Gold) | Rio 2022,6,30.08,CDN,2023-08-30 14:49:19.617828
Sticker | KSCERATO (Gold) | Rio 2022,14,31.21,CDN,2023-08-30 14:49:19.617828
